Departure,Return,Bike,Departure station,Return station,Formula,Covered distance (m),Duration (sec.),Departure battery voltage (mV),Return battery voltage (mV),Departure temperature (°C),Return temperature (°C),Stopover duration (sec.),Number of stopovers
1/5/2018 15:00,1/6/2018 10:00,850,0140 Burrard & 7th,0071 14th & Granville,365 Plus,1500,66055,3882,3937,10,7,238,1
1/5/2018 15:00,1/5/2018 16:00,426,0083 Aquatic Centre,0209 Stanley Park - Information Booth,24 Hour,2354,3273,3839,3943,10,9,0,0
1/5/2018 15:00,1/5/2018 16:00,1071,0083 Aquatic Centre,0209 Stanley Park - Information Booth,24 Hour,7102,3302,3895,4047,10,12,0,0
1/5/2018 15:00,1/5/2018 15:00,681,0201 Shaw Tower,0196 Drake & Hornby,365 Plus,2615,1449,3715,3858,11,11,236,1
1/5/2018 15:00,1/5/2018 15:00,875,0187 Bute & Davie,0083 Aquatic Centre,365 Day Founding Plus,606,266,3677,3752,10,12,0,0
1/5/2018 15:00,1/5/2018 15:00,469,0152 Arbutus Greenway & 14th,0019 Robson & Hornby,Archived Monthly Standard,4355,1369,4040,4221,10,11,0,0
1/5/2018 15:00,1/5/2018 15:00,88,0019 Robson & Hornby,0027 Beatty & Nelson,365 Day Founding Plus,1278,1371,4058,4145,11,12,856,1
1/5/2018 15:00,1/5/2018 15:00,875,0036 Bute & Robson,0187 Bute & Davie,365 Day Founding Plus,637,255,3677,3764,10,11,0,0
1/5/2018 15:00,1/5/2018 15:00,252,0011 Ontario & Seawall,0167 Cordova & Columbia,90 Day,1519,2165,3557,3740,11,15,0,0
1/5/2018 14:00,1/5/2018 15:00,184,0050 Bute & Comox,0099 Vancouver Art Gallery - North Plaza,365 Plus,1247,390,3658,3761,10,12,0,0
1/5/2018 14:00,1/5/2018 15:00,252,0072 14th & Cambie,0011 Ontario & Seawall,90 Day,2266,742,3634,3718,10,11,0,0
1/5/2018 14:00,1/5/2018 15:00,1190,0159 Vine & 4th,0039 Helmcken & Burrard,Archived Monthly Standard,3011,936,3823,4016,11,12,0,0
1/5/2018 14:00,1/5/2018 14:00,1308,0064 Expo & Smithe,0044 Richards & Beach,365 Plus,1155,403,3706,3805,10,12,0,0
1/5/2018 14:00,1/5/2018 14:00,1088,0057 Marinaside & Cooperage,0060 Bidwell & Burnaby,Archived Monthly Standard,2869,618,3826,4000,9,13,0,0
1/5/2018 14:00,1/5/2018 14:00,530,0063 Robson & Granville,0063 Robson & Granville,365 Plus,1408,769,3900,3990,10,12,287,1
1/5/2018 14:00,1/5/2018 14:00,119,0017 Marinaside & Davie,0004 Yaletown-Roundhouse Station,365 Day Founding Plus,383,167,3993,4059,10,11,0,0
1/5/2018 14:00,1/5/2018 14:00,239,0176 10th & Ontario,0171 5th & Yukon,Archived Monthly Standard,1155,255,3774,3890,10,11,0,0
1/5/2018 14:00,1/5/2018 14:00,557,0101 Stanley Park - Vancouver Aquarium,0031 Morton & Denman,24 Hour,3187,1557,3968,4174,10,11,0,0
1/5/2018 14:00,1/5/2018 14:00,758,0101 Stanley Park - Vancouver Aquarium,0031 Morton & Denman,24 Hour,2928,1595,3740,3860,9,11,0,0
1/5/2018 13:00,1/5/2018 14:00,654,0083 Aquatic Centre,0019 Robson & Hornby,365 Plus,3363,944,3921,4053,14,12,0,0
1/5/2018 13:00,1/5/2018 13:00,547,0060 Bidwell & Burnaby,0033 Robson & Denman,365 Standard,1002,307,3847,3956,11,12,0,0
1/5/2018 13:00,1/5/2018 13:00,1508,0058 Homer & Smithe,0096 Nicola & Robson,Archived Monthly Standard,1776,435,3808,3969,10,13,0,0
1/5/2018 13:00,1/5/2018 13:00,53,0025 Homer & Robson,0150 Alexander & Main,365 Standard,1631,467,3734,3858,10,12,0,0
1/5/2018 13:00,1/5/2018 14:00,1165,0084 Sunset Beach West,0083 Aquatic Centre,365 Day Founding Plus,13248,2807,3997,4283,10,13,0,0
1/5/2018 13:00,1/5/2018 14:00,1381,0002 Burrard Station,0125 Hamilton & Robson,365 Day Founding Plus,2037,1477,3694,3761,10,11,0,0
1/5/2018 13:00,1/5/2018 15:00,832,0201 Shaw Tower,0047 Chilco & Beach,24 Hour,12019,5861,3694,3985,11,11,0,0
1/5/2018 13:00,1/5/2018 13:00,1523,0053 Keefer & Abbott,0171 5th & Yukon,365 Plus,2519,582,4061,4208,9,12,0,0
1/5/2018 13:00,1/5/2018 13:00,73,0028 Davie & Beach,0083 Aquatic Centre,365 Corporate Standard,1308,386,3934,4076,11,12,0,0
1/5/2018 13:00,1/5/2018 13:00,1161,0187 Bute & Davie,0002 Burrard Station,24 Hour,1735,927,3976,4082,10,10,0,0
1/5/2018 13:00,1/5/2018 13:00,675,0187 Bute & Davie,0002 Burrard Station,24 Hour,1884,945,3898,4013,11,11,0,0
1/5/2018 13:00,1/5/2018 14:00,565,0209 Stanley Park - Information Booth,0017 Marinaside & Davie,24 Hour,12787,4583,3810,4225,11,11,0,0
1/5/2018 13:00,1/5/2018 13:00,1464,0083 Aquatic Centre,0033 Robson & Denman,365 Day Founding Plus,3892,1296,3756,3911,10,10,0,0
1/5/2018 13:00,1/5/2018 13:00,565,0209 Stanley Park - Information Booth,0209 Stanley Park - Information Booth,24 Hour,0,31,3832,3995,11,11,0,0
1/5/2018 13:00,1/5/2018 13:00,169,0187 Bute & Davie,0092 Chilco & Barclay,365 Standard,1617,365,4032,4187,10,12,0,0
1/5/2018 13:00,1/5/2018 13:00,654,0053 Keefer & Abbott,0083 Aquatic Centre,365 Plus,3898,2158,3847,3998,12,12,1233,1
1/5/2018 13:00,1/5/2018 13:00,1011,0139 Burrard & 4th,0204 York & Yew,365 Day Founding Standard,1149,237,3847,3989,10,12,0,0
1/5/2018 13:00,1/5/2018 13:00,1078,0088 Harwood & Bute,0024 Hornby & Pender,365 Day Founding Standard,1982,598,3890,4100,10,12,0,0
1/5/2018 13:00,1/5/2018 13:00,540,0055 Keefer & Columbia,0125 Hamilton & Robson,90 Day,1329,371,3769,3898,10,12,0,0
1/5/2018 13:00,1/5/2018 13:00,318,0171 5th & Yukon,0176 10th & Ontario,Archived Monthly Standard,1153,399,3805,3892,10,12,0,0
1/5/2018 13:00,1/5/2018 13:00,654,0019 Robson & Hornby,0053 Keefer & Abbott,365 Plus,1594,626,3831,3940,10,12,0,0
1/5/2018 12:00,1/5/2018 12:00,1011,0204 York & Yew,0139 Burrard & 4th,365 Day Founding Standard,1533,433,3814,3977,10,11,0,0
1/5/2018 12:00,1/5/2018 14:00,538,0026 Beatty & Robson,0017 Marinaside & Davie,24 Hour,15598,6730,3958,4282,10,11,0,0
1/5/2018 12:00,1/5/2018 13:00,565,0026 Beatty & Robson,0209 Stanley Park - Information Booth,24 Hour,4294,2118,3827,4018,11,11,0,0
1/5/2018 12:00,1/5/2018 12:00,1523,0171 5th & Yukon,0053 Keefer & Abbott,365 Plus,2499,612,4022,4182,9,11,0,0
1/5/2018 12:00,1/5/2018 12:00,850,0071 14th & Granville,0140 Burrard & 7th,365 Plus,1261,416,3855,4000,10,11,0,0
1/5/2018 12:00,1/5/2018 12:00,1192,0150 Alexander & Main,0030 Abbott & Cordova,Archived Monthly Standard,1852,715,3808,3950,9,11,0,0
1/5/2018 12:00,1/5/2018 12:00,557,0101 Stanley Park - Vancouver Aquarium,0101 Stanley Park - Vancouver Aquarium,24 Hour,0,20,4021,4100,11,9,0,0
1/5/2018 12:00,1/5/2018 12:00,758,0101 Stanley Park - Vancouver Aquarium,0101 Stanley Park - Vancouver Aquarium,24 Hour,0,21,3753,3800,10,9,0,0
1/5/2018 12:00,1/5/2018 12:00,1441,0099 Vancouver Art Gallery - North Plaza,0196 Drake & Hornby,365 Corporate Plus,990,307,3871,4058,10,11,0,0
1/5/2018 12:00,1/5/2018 12:00,1534,0083 Aquatic Centre,0032 Comox & Denman,365 Day Founding Standard,1519,461,3724,3874,9,11,0,0
1/5/2018 12:00,1/5/2018 12:00,1078,0187 Bute & Davie,0088 Harwood & Bute,365 Day Founding Plus,289,125,3940,4040,10,10,0,0
1/5/2018 11:00,1/5/2018 12:00,758,0031 Morton & Denman,0101 Stanley Park - Vancouver Aquarium,24 Hour,2289,1054,3731,3837,9,10,0,0
1/5/2018 11:00,1/5/2018 12:00,557,0031 Morton & Denman,0101 Stanley Park - Vancouver Aquarium,24 Hour,2468,1068,3947,4137,10,10,0,0
1/5/2018 11:00,1/5/2018 13:00,88,0019 Robson & Hornby,0019 Robson & Hornby,365 Day Founding Plus,13697,4042,3855,4246,10,11,0,0
1/5/2018 11:00,1/5/2018 12:00,313,0025 Homer & Robson,0150 Alexander & Main,Archived Monthly Standard,2971,1306,3882,3993,10,10,0,0
1/5/2018 11:00,1/5/2018 12:00,291,0089 Burrard & Drake,0139 Burrard & 4th,365 Corporate Standard,1890,529,3947,4016,10,11,0,0
1/5/2018 11:00,1/5/2018 11:00,169,0092 Chilco & Barclay,0187 Bute & Davie,365 Standard,1605,486,3985,4163,9,11,0,0
1/5/2018 11:00,1/5/2018 11:00,1146,0050 Bute & Comox,0129 Richards & Robson,365 Day Founding Standard,1439,503,3980,4106,10,11,0,0
1/5/2018 11:00,1/5/2018 11:00,976,0035 Coal Harbour Community Centre,0060 Bidwell & Burnaby,365 Standard,780,494,3777,3842,9,8,0,0
1/5/2018 11:00,1/5/2018 11:00,483,0138 Richards & Helmcken,0137 Beach & Seymour,Archived Monthly Plus,778,264,3711,3816,10,11,0,0
1/5/2018 11:00,1/5/2018 11:00,291,0140 Burrard & 7th,0089 Burrard & Drake,365 Corporate Standard,2117,663,3942,4022,9,10,0,0
1/5/2018 11:00,1/5/2018 11:00,710,0196 Drake & Hornby,0015 Granville & Georgia,90 Day,1225,450,3727,3848,10,11,0,0
1/5/2018 11:00,1/5/2018 11:00,1293,0055 Keefer & Columbia,0066 Anderson & 2nd,365 Standard,4045,837,3953,4188,9,11,0,0
1/5/2018 11:00,1/5/2018 11:00,1036,0148 Quebec & Milross,0044 Richards & Beach,365 Day Founding Plus,2922,845,3964,4121,9,11,0,0
1/5/2018 11:00,1/5/2018 11:00,772,0032 Comox & Denman,0083 Aquatic Centre,365 Day Founding Standard,1523,405,3760,3863,10,12,0,0
1/5/2018 10:00,1/5/2018 11:00,279,0129 Richards & Robson,0041 Cardero & Robson,365 Standard,1547,451,3860,4022,9,12,0,0
1/5/2018 10:00,1/5/2018 10:00,34,0187 Bute & Davie,0078 Nelson & Mainland,365 Standard,1496,410,3843,3993,9,11,0,0
1/5/2018 10:00,1/5/2018 11:00,215,0039 Helmcken & Burrard,0167 Cordova & Columbia,365 Day Founding Plus,2532,835,3895,4024,10,11,0,0
1/5/2018 10:00,1/5/2018 10:00,397,0041 Cardero & Robson,0167 Cordova & Columbia,Archived Monthly Standard,2801,873,3914,4105,9,11,0,0
1/5/2018 10:00,1/5/2018 10:00,391,0088 Harwood & Bute,0041 Cardero & Robson,365 Standard,1511,464,3632,3744,9,11,0,0
1/5/2018 10:00,1/5/2018 10:00,1020,0036 Bute & Robson,0129 Richards & Robson,365 Corporate Standard,996,245,3758,3866,9,11,0,0
1/5/2018 10:00,1/5/2018 10:00,863,0174 1st & Ontario,0055 Keefer & Columbia,365 Day Founding Standard,1227,378,3789,3974,9,9,0,0
1/5/2018 10:00,1/5/2018 10:00,455,0037 Hornby & Nelson,0165 Columbia & 4th,365 Corporate Standard,2685,547,4009,4146,10,12,0,0
1/5/2018 10:00,1/5/2018 10:00,1466,0032 Comox & Denman,0024 Hornby & Pender,365 Day Founding Plus,2142,506,3768,3879,9,11,0,0
1/5/2018 10:00,1/5/2018 10:00,510,0089 Burrard & Drake,0027 Beatty & Nelson,365 Corporate Standard,1413,317,3737,3832,9,12,0,0
1/5/2018 10:00,1/5/2018 10:00,734,0005 Dunsmuir & Beatty,0129 Richards & Robson,365 Standard,796,257,3843,3958,9,10,0,0
1/5/2018 10:00,1/5/2018 10:00,1523,0050 Bute & Comox,0171 5th & Yukon,365 Day Founding Standard,3056,931,3968,4164,8,10,0,0
1/5/2018 10:00,1/5/2018 10:00,1361,0174 1st & Ontario,0167 Cordova & Columbia,365 Standard,1598,442,3914,4050,9,11,0,0
1/5/2018 10:00,1/5/2018 10:00,976,0060 Bidwell & Burnaby,0035 Coal Harbour Community Centre,365 Standard,0,499,3763,3855,8,8,0,0
1/5/2018 10:00,1/5/2018 12:00,1363,0088 Harwood & Bute,0083 Aquatic Centre,365 Day Founding Plus,4431,1760,3847,3976,8,9,0,0
1/5/2018 10:00,1/5/2018 10:00,224,0011 Ontario & Seawall,0058 Homer & Smithe,365 Standard,2423,711,3984,4150,9,10,0,0
1/5/2018 10:00,1/5/2018 10:00,1362,0001 10th & Cambie,0012 Dunsmuir & Richards,365 Corporate Plus,2887,795,3835,4047,9,11,0,0
1/5/2018 10:00,1/5/2018 10:00,1230,0087 Broughton & Burnaby,0082 Richards & Davie,Archived Monthly Standard,1372,344,3764,3882,8,11,0,0
1/5/2018 10:00,1/5/2018 10:00,1362,0001 10th & Cambie,0001 10th & Cambie,365 Corporate Plus,0,17,3884,3972,9,8,0,0
1/5/2018 10:00,1/5/2018 10:00,637,0010 Stamp's Landing,0066 Anderson & 2nd,Archived Monthly Standard,1903,482,3829,3956,8,10,0,0
1/5/2018 10:00,1/5/2018 10:00,364,0132 14th & Ontario,0171 5th & Yukon,365 Standard,1486,332,3850,4026,8,9,0,0
1/5/2018 10:00,1/5/2018 10:00,1379,0036 Bute & Robson,0037 Hornby & Nelson,365 Corporate Plus,986,213,3924,4095,9,11,0,0
1/5/2018 10:00,1/5/2018 10:00,1137,0050 Bute & Comox,0601 Olympic Village Station,365 Day Founding Standard,2877,603,3723,3906,9,12,0,0
1/5/2018 10:00,1/5/2018 10:00,691,0050 Bute & Comox,0050 Bute & Comox,365 Day Founding Standard,8,103,3724,3818,8,8,0,0
1/5/2018 9:00,1/5/2018 10:00,979,0108 Cypress & 1st,0011 Ontario & Seawall,365 Day Founding Plus,3802,954,3800,4016,8,10,0,0
1/5/2018 9:00,1/5/2018 10:00,1056,0048 Comox & Broughton,0039 Helmcken & Burrard,365 Corporate Plus,865,286,3771,3914,8,10,0,0
1/5/2018 9:00,1/5/2018 9:00,680,0019 Robson & Hornby,0129 Richards & Robson,365 Corporate Plus,465,163,3795,3890,10,10,0,0
1/5/2018 9:00,1/5/2018 9:00,1185,0096 Nicola & Robson,0026 Beatty & Robson,365 Day Founding Plus,1929,498,3856,3990,8,11,0,0
1/5/2018 9:00,1/5/2018 9:00,57,0206 8th & Scotia,0078 Nelson & Mainland,365 Standard,3140,744,3839,4009,9,11,0,0
1/5/2018 9:00,1/5/2018 9:00,688,0011 Ontario & Seawall,0017 Marinaside & Davie,365 Corporate Plus,1872,771,3852,4035,8,11,0,0
1/5/2018 9:00,1/5/2018 9:00,334,0026 Beatty & Robson,0082 Richards & Davie,365 Standard,1023,357,3665,3800,9,11,0,0
1/5/2018 9:00,1/5/2018 10:00,777,0033 Robson & Denman,0066 Anderson & 2nd,90 Day,4220,1113,3686,3877,9,12,0,0
1/5/2018 9:00,1/5/2018 9:00,688,0011 Ontario & Seawall,0011 Ontario & Seawall,365 Corporate Plus,0,19,3882,3958,8,7,0,0
1/5/2018 9:00,1/5/2018 9:00,870,0027 Beatty & Nelson,0005 Dunsmuir & Beatty,365 Day Founding Standard,700,351,3719,3858,9,7,0,0
1/5/2018 9:00,1/5/2018 9:00,1162,0140 Burrard & 7th,0017 Marinaside & Davie,365 Standard,3254,751,3697,3897,9,9,0,0
1/5/2018 9:00,1/5/2018 9:00,530,0050 Bute & Comox,0063 Robson & Granville,365 Day Founding Standard,1308,393,3876,3985,8,10,0,0
1/5/2018 9:00,1/5/2018 9:00,925,0109 7th & Arbutus,0165 Columbia & 4th,Archived Monthly Standard,3387,653,3800,4000,7,11,0,0
1/5/2018 9:00,1/5/2018 9:00,1512,0050 Bute & Comox,0078 Nelson & Mainland,365 Day Founding Standard,1433,347,3750,3850,8,10,0,0
1/5/2018 9:00,1/5/2018 9:00,607,0050 Bute & Comox,0096 Nicola & Robson,365 Day Founding Standard,810,200,3792,3900,9,10,0,0
1/5/2018 9:00,1/5/2018 9:00,1036,0044 Richards & Beach,0148 Quebec & Milross,365 Day Founding Plus,2195,530,3934,4084,8,11,0,0
1/5/2018 9:00,1/5/2018 9:00,1106,0002 Burrard Station,0012 Dunsmuir & Richards,365 Day Founding Plus,804,251,3776,3926,9,10,0,0
1/5/2018 9:00,1/5/2018 9:00,565,0005 Dunsmuir & Beatty,0026 Beatty & Robson,365 Day Founding Standard,436,187,3835,3934,9,10,0,0
1/5/2018 9:00,1/5/2018 9:00,1424,0088 Harwood & Bute,0099 Vancouver Art Gallery - North Plaza,VIP,1539,553,3855,3977,8,10,0,0
1/5/2018 9:00,1/5/2018 9:00,1106,0002 Burrard Station,0002 Burrard Station,365 Day Founding Plus,141.67,17,3803,3903,8,8,0,0
1/5/2018 9:00,1/5/2018 9:00,1056,0039 Helmcken & Burrard,0048 Comox & Broughton,365 Day Founding Standard,878,264,3753,3897,9,10,0,0
1/5/2018 9:00,1/5/2018 9:00,1192,0173 Columbia & 2nd,0150 Alexander & Main,365 Day Founding Plus,2278,573,3769,3948,8,10,0,0
1/5/2018 9:00,1/5/2018 9:00,1296,0019 Robson & Hornby,0026 Beatty & Robson,Archived Monthly Plus,855,265,3929,4032,9,10,0,0
1/5/2018 9:00,1/5/2018 9:00,113,0197 1st & Main,0079 Nelson & Richards,365 Day Founding Standard,3224,1014,3716,3887,8,10,0,0
1/5/2018 9:00,1/5/2018 9:00,1233,0137 Beach & Seymour,0025 Homer & Robson,Archived Monthly Standard,1415,467,3819,3993,8,8,0,0
1/5/2018 9:00,1/5/2018 9:00,372,0036 Bute & Robson,0012 Dunsmuir & Richards,Archived Monthly Standard,1388,357,3955,4113,8,10,0,0
1/5/2018 9:00,1/5/2018 9:00,643,0176 10th & Ontario,0171 5th & Yukon,Archived Monthly Standard,1155,290,3640,3848,5,9,0,0
1/5/2018 9:00,1/5/2018 9:00,1061,0132 14th & Ontario,0107 8th & Ontario,365 Day Founding Standard,673,201,3955,4032,8,9,0,0
1/5/2018 9:00,1/5/2018 9:00,1298,0076 Cypress & 4th,0065 Cypress & Cornwall,365 Plus,518,181,3666,3774,8,9,0,0
1/5/2018 9:00,1/5/2018 9:00,701,0082 Richards & Davie,0019 Robson & Hornby,365 Day Founding Plus,1127,326,3905,4022,9,11,0,0
1/5/2018 9:00,1/5/2018 9:00,1426,0109 7th & Arbutus,0138 Richards & Helmcken,365 Day Founding Plus,3336,715,3872,4022,8,10,0,0
1/5/2018 9:00,1/5/2018 9:00,1212,0010 Stamp's Landing,0011 Ontario & Seawall,Archived Monthly Standard,1251,314,3653,3761,8,10,0,0
1/5/2018 9:00,1/5/2018 9:00,291,0159 Vine & 4th,0140 Burrard & 7th,365 Standard,1219,323,3918,4029,8,10,0,0
1/5/2018 9:00,1/5/2018 9:00,951,0032 Comox & Denman,0037 Hornby & Nelson,Archived Monthly Standard,1509,489,3871,3979,9,10,0,0
1/5/2018 9:00,1/5/2018 9:00,548,0081 7th & Heather,0005 Dunsmuir & Beatty,365 Day Founding Standard,2577,571,3898,4027,8,11,0,0
1/5/2018 9:00,1/5/2018 9:00,577,0036 Bute & Robson,0002 Burrard Station,365 Day Founding Plus,661,307,3972,4021,9,9,0,0
1/5/2018 9:00,1/5/2018 9:00,478,0187 Bute & Davie,0063 Robson & Granville,365 Corporate Plus,1476,420,3951,4087,8,10,0,0
1/5/2018 9:00,1/5/2018 9:00,1222,0115 Cypress & 16th,0107 8th & Ontario,365 Standard,4086,924,3797,3997,8,11,0,0
1/5/2018 9:00,1/5/2018 9:00,1511,0048 Comox & Broughton,0015 Granville & Georgia,365 Day Founding Standard,1678,437,3632,3744,8,10,0,0
1/5/2018 9:00,1/5/2018 9:00,1339,0092 Chilco & Barclay,0008 8th & Ash,365 Corporate Plus,4161,926,3974,4222,8,11,0,0
1/5/2018 9:00,1/5/2018 9:00,1304,0096 Nicola & Robson,0101 Stanley Park - Vancouver Aquarium,365 Corporate Plus,4823,1259,3742,3930,8,10,0,0
1/5/2018 9:00,1/5/2018 9:00,634,0176 10th & Ontario,0001 10th & Cambie,365 Day Founding Standard,769,193,3960,4059,9,10,0,0
1/5/2018 9:00,1/5/2018 9:00,837,0032 Comox & Denman,0201 Shaw Tower,365 Corporate Plus,2095,763,3732,3858,9,10,0,0
1/5/2018 9:00,1/5/2018 9:00,704,0106 Heather & 14th,0001 10th & Cambie,Archived Monthly Standard,800,240,3769,3840,8,10,0,0
1/5/2018 9:00,1/5/2018 9:00,1145,0081 7th & Heather,0602 Olympic Village Station - Parking Lot,365 Standard,428,105,3813,3892,8,9,0,0
1/5/2018 9:00,1/5/2018 9:00,125,0138 Richards & Helmcken,0012 Dunsmuir & Richards,365 Plus,1076,354,3821,3929,9,10,0,0
1/5/2018 9:00,1/5/2018 9:00,334,0082 Richards & Davie,0026 Beatty & Robson,Archived Monthly Standard,1027,263,3690,3790,8,10,0,0
1/5/2018 9:00,1/5/2018 9:00,1390,0082 Richards & Davie,0052 Cambie & Water,365 Day Founding Plus,1833,658,3640,3805,9,11,0,0
1/5/2018 9:00,1/5/2018 9:00,822,0166 Alder & 11th,0167 Cordova & Columbia,Archived Monthly Standard,4408,909,3779,4013,8,10,0,0
1/5/2018 9:00,1/5/2018 9:00,111,0068 Cypress & Broadway,0108 Cypress & 1st,365 Standard,849,200,3939,4063,8,9,0,0
1/5/2018 9:00,1/5/2018 9:00,747,0032 Comox & Denman,0064 Expo & Smithe,365 Day Founding Standard,4565,936,3905,4069,8,10,0,0
1/5/2018 9:00,1/5/2018 9:00,1248,0048 Comox & Broughton,0024 Hornby & Pender,Archived Monthly Standard,1984,654,3914,4108,8,9,0,0
1/5/2018 9:00,1/5/2018 9:00,484,0087 Broughton & Burnaby,0024 Hornby & Pender,365 Standard,2360,699,3945,4103,8,10,0,0
1/5/2018 9:00,1/5/2018 9:00,1379,0055 Keefer & Columbia,0036 Bute & Robson,Archived Monthly Standard,2701,854,3906,4121,9,11,0,0
1/5/2018 9:00,1/5/2018 9:00,580,0107 8th & Ontario,0174 1st & Ontario,Archived Monthly Plus,765,178,3653,3787,8,8,0,0
1/5/2018 9:00,1/5/2018 9:00,178,0017 Marinaside & Davie,0030 Abbott & Cordova,365 Day Founding Standard,1607,331,3814,3929,8,10,0,0
1/5/2018 9:00,1/5/2018 9:00,524,0089 Burrard & Drake,0008 8th & Ash,365 Standard,2979,757,3810,4011,8,11,0,0
1/5/2018 9:00,1/5/2018 9:00,748,0099 Vancouver Art Gallery - North Plaza,0039 Helmcken & Burrard,365 Corporate Standard,743,290,3703,3840,9,10,0,0
1/5/2018 9:00,1/5/2018 9:00,32,0196 Drake & Hornby,0026 Beatty & Robson,Archived Monthly Standard,1703,510,3916,4055,10,9,0,0
1/5/2018 9:00,1/5/2018 9:00,452,0133 Ontario & 16th,0106 Heather & 14th,365 Day Founding Plus,1357,387,3708,3842,8,10,0,0
1/5/2018 9:00,1/5/2018 9:00,281,0212 Union & Gore,0017 Marinaside & Davie,365 Day Founding Standard,2011,593,3808,3940,9,11,0,0
1/5/2018 8:00,1/5/2018 9:00,426,0004 Yaletown-Roundhouse Station,0083 Aquatic Centre,365 Day Founding Standard,2511,591,3816,3956,9,11,0,0
1/5/2018 8:00,1/5/2018 9:00,368,0065 Cypress & Cornwall,0099 Vancouver Art Gallery - North Plaza,Archived Monthly Plus,2603,1078,4079,4222,7,6,0,0
1/5/2018 8:00,1/5/2018 9:00,545,0026 Beatty & Robson,0008 8th & Ash,365 Day Founding Standard,1858,447,3940,4150,8,8,0,0
1/5/2018 8:00,1/5/2018 9:00,1173,0205 Pine & 10th,0150 Alexander & Main,365 Plus,5801,1257,4006,4219,8,11,0,0
1/5/2018 8:00,1/5/2018 9:00,935,0106 Heather & 14th,0001 10th & Cambie,365 Plus,798,274,3735,3861,8,10,0,0
1/5/2018 8:00,1/5/2018 9:00,1135,0011 Ontario & Seawall,0012 Dunsmuir & Richards,365 Standard,2229,492,3976,4126,8,10,0,0
1/5/2018 8:00,1/5/2018 9:00,271,0048 Comox & Broughton,0099 Vancouver Art Gallery - North Plaza,Archived Monthly Standard,1578,472,3842,3955,8,10,0,0
1/5/2018 8:00,1/5/2018 9:00,106,0048 Comox & Broughton,0174 1st & Ontario,365 Plus,5889,1219,3853,4082,9,11,0,0
1/5/2018 8:00,1/5/2018 9:00,589,0092 Chilco & Barclay,0209 Stanley Park - Information Booth,365 Corporate Standard,1100,364,3990,4113,8,9,0,0
1/5/2018 8:00,1/5/2018 9:00,1422,0092 Chilco & Barclay,0055 Keefer & Columbia,Archived Monthly Standard,5883,1176,3895,4169,8,10,0,0
1/5/2018 8:00,1/5/2018 8:00,566,0048 Comox & Broughton,0079 Nelson & Richards,365 Day Founding Plus,1419,327,3940,4064,8,10,0,0
1/5/2018 8:00,1/5/2018 9:00,521,0066 Anderson & 2nd,0008 8th & Ash,365 Day Founding Standard,1915,523,4148,4263,9,10,0,0
1/5/2018 8:00,1/5/2018 8:00,1354,0050 Bute & Comox,0025 Homer & Robson,Archived Monthly Plus,1572,421,3829,3940,8,9,0,0
1/5/2018 8:00,1/5/2018 9:00,1119,0036 Bute & Robson,0008 8th & Ash,365 Corporate Plus,3271,725,3993,4135,10,11,0,0
1/5/2018 8:00,1/5/2018 8:00,248,0176 10th & Ontario,0001 10th & Cambie,Archived Monthly Basic,739,187,3703,3806,8,10,0,0
1/5/2018 8:00,1/5/2018 8:00,1271,0066 Anderson & 2nd,0071 14th & Granville,365 Day Founding Plus,1641,666,3706,3903,8,8,0,0
1/5/2018 8:00,1/5/2018 9:00,650,0082 Richards & Davie,0008 8th & Ash,365 Day Founding Plus,2656,758,4011,4184,8,10,0,0
1/5/2018 8:00,1/5/2018 8:00,425,0063 Robson & Granville,0014 Canada Place,365 Day Founding Standard,945,244,3697,3805,9,11,0,0
1/5/2018 8:00,1/5/2018 8:00,238,0002 Burrard Station,0101 Stanley Park - Vancouver Aquarium,365 Corporate Plus,2699,774,3776,3968,9,9,0,0
1/5/2018 8:00,1/5/2018 8:00,975,0196 Drake & Hornby,0024 Hornby & Pender,Archived Monthly Standard,1431,391,3748,3860,9,10,0,0
1/5/2018 8:00,1/5/2018 8:00,1119,0187 Bute & Davie,0036 Bute & Robson,365 Day Founding Plus,620,239,3980,4038,8,10,0,0
1/5/2018 8:00,1/5/2018 8:00,421,0036 Bute & Robson,0063 Robson & Granville,365 Plus,757,186,3826,3926,8,10,0,0
1/5/2018 8:00,1/5/2018 8:00,1443,0187 Bute & Davie,0024 Hornby & Pender,365 Standard,1837,557,4011,4151,8,10,0,0
1/5/2018 8:00,1/5/2018 8:00,662,0007 12th & Yukon,0002 Burrard Station,Archived Monthly Plus,3740,975,3726,3913,8,10,0,0
1/5/2018 8:00,1/5/2018 8:00,1314,0109 7th & Arbutus,0108 Cypress & 1st,365 Day Founding Plus,880,240,3947,4047,8,10,0,0
1/5/2018 8:00,1/5/2018 8:00,662,0007 12th & Yukon,0007 12th & Yukon,Archived Monthly Plus,0,17,3755,3811,8,7,0,0
1/5/2018 8:00,1/5/2018 8:00,1273,0088 Harwood & Bute,0024 Hornby & Pender,365 Day Founding Standard,1970,488,3918,4064,8,10,0,0
1/5/2018 8:00,1/6/2018 9:00,613,0196 Drake & Hornby,0996 Balancer Bike Check In,VIP,4888,89491,3758,3893,9,22,0,0
1/5/2018 8:00,1/5/2018 8:00,655,0196 Drake & Hornby,0012 Dunsmuir & Richards,90 Day,1619,506,3827,3950,8,10,0,0
