Departure,Return,Bike,Departure station,Return station,Formula,Covered distance (m),Duration (sec.),Departure battery voltage (mV),Return battery voltage (mV),Departure temperature (°C),Return temperature (°C),Stopover duration (sec.),Number of stopovers
1/6/2018 10:00,1/6/2018 10:00,76,0057 Marinaside & Cooperage,0073 Ontario & 5th,365 Day Founding Standard,2321,605,3777,3930,9,10,0,0
1/6/2018 10:00,1/6/2018 10:00,492,0057 Marinaside & Cooperage,0073 Ontario & 5th,365 Day Founding Standard,2289,603,3781,3929,8,10,0,0
1/6/2018 10:00,1/6/2018 10:00,545,0212 Union & Gore,0030 Abbott & Cordova,365 Plus,1327,309,3985,4164,7,7,0,0
1/6/2018 10:00,1/6/2018 10:00,1045,0092 Chilco & Barclay,0052 Cambie & Water,365 Day Founding Standard,3747,769,3637,3855,8,9,0,0
1/6/2018 10:00,1/6/2018 10:00,1217,0005 Dunsmuir & Beatty,0052 Cambie & Water,24 Hour,853,400,4000,4082,8,9,0,0
1/6/2018 10:00,1/6/2018 10:00,1297,0058 Homer & Smithe,0005 Dunsmuir & Beatty,365 Corporate Plus,904,369,3793,3900,9,10,0,0
1/6/2018 10:00,1/6/2018 10:00,926,0047 Chilco & Beach,0047 Chilco & Beach,90 Day,0,35,3752,3810,8,7,0,0
1/6/2018 10:00,1/6/2018 10:00,620,0187 Bute & Davie,0082 Richards & Davie,365 Standard,1029,240,3658,3798,9,10,0,0
1/6/2018 10:00,1/6/2018 10:00,1280,0005 Dunsmuir & Beatty,0005 Dunsmuir & Beatty,24 Hour,18,167,3682,3789,8,6,0,0
1/6/2018 10:00,1/6/2018 10:00,67,0005 Dunsmuir & Beatty,0052 Cambie & Water,24 Hour,851,621,3769,3860,8,9,0,0
1/6/2018 10:00,1/6/2018 10:00,1379,0152 Arbutus Greenway & 14th,0106 Heather & 14th,Archived Monthly Standard,2532,903,3940,4124,8,10,0,0
1/6/2018 9:00,1/6/2018 10:00,1491,0070 10th & Granville,0016 Pender & Burrard,365 Day Founding Standard,4561,1089,3819,4024,8,10,0,0
1/6/2018 9:00,1/6/2018 10:00,895,0081 7th & Heather,0030 Abbott & Cordova,365 Standard,2934,731,3827,4038,8,11,0,0
1/6/2018 9:00,1/6/2018 9:00,823,0218 Carrall & Seawall,0011 Ontario & Seawall,365 Day Founding Standard,884,193,3916,4047,8,10,0,0
1/6/2018 9:00,1/6/2018 9:00,493,0064 Expo & Smithe,0053 Keefer & Abbott,365 Standard,759,310,3590,3645,8,8,0,0
1/6/2018 9:00,1/6/2018 9:00,1089,0187 Bute & Davie,0015 Granville & Georgia,365 Plus,1672,596,3768,3951,8,8,0,0
1/6/2018 9:00,1/6/2018 9:00,379,0187 Bute & Davie,0015 Granville & Georgia,365 Day Founding Plus,1662,610,3760,3911,7,9,0,0
1/6/2018 9:00,1/6/2018 9:00,135,0089 Burrard & Drake,0012 Dunsmuir & Richards,Archived Monthly Plus,1725,467,3853,3998,8,10,0,0
1/6/2018 9:00,1/6/2018 9:00,1512,0032 Comox & Denman,0033 Robson & Denman,Archived Monthly Standard,741,517,3764,3755,8,8,0,0
1/6/2018 9:00,1/6/2018 9:00,1183,0036 Bute & Robson,0064 Expo & Smithe,365 Day Founding Plus,1649,517,3735,3843,7,9,0,0
1/6/2018 9:00,1/6/2018 9:00,647,0036 Bute & Robson,0036 Bute & Robson,365 Day Founding Plus,114,128,3773,3848,8,7,0,0
1/6/2018 9:00,1/6/2018 9:00,812,0197 1st & Main,0129 Richards & Robson,365 Day Founding Standard,2838,850,3871,4085,8,9,0,0
1/6/2018 9:00,1/6/2018 9:00,57,0081 7th & Heather,0017 Marinaside & Davie,Archived Monthly Standard,1933,409,3877,4032,8,10,0,0
1/6/2018 9:00,1/6/2018 9:00,1492,0088 Harwood & Bute,0196 Drake & Hornby,365 Standard,596,196,3898,4067,8,9,0,0
1/6/2018 9:00,1/6/2018 9:00,870,0005 Dunsmuir & Beatty,0027 Beatty & Nelson,365 Standard,716,722,3687,3816,8,6,0,0
1/6/2018 9:00,1/6/2018 9:00,870,0005 Dunsmuir & Beatty,0005 Dunsmuir & Beatty,365 Standard,0,17,3706,3813,8,5,0,0
1/6/2018 9:00,1/6/2018 9:00,1029,0037 Hornby & Nelson,0088 Harwood & Bute,365 Day Founding Standard,1131,393,3881,3861,8,10,0,0
1/6/2018 9:00,1/6/2018 9:00,348,0027 Beatty & Nelson,0083 Aquatic Centre,Archived Monthly Standard,2697,890,3911,4166,8,8,0,0
1/6/2018 9:00,1/6/2018 9:00,388,0064 Expo & Smithe,0011 Ontario & Seawall,365 Standard,2029,543,3802,3982,8,9,0,0
1/6/2018 9:00,1/6/2018 9:00,1471,0044 Richards & Beach,0064 Expo & Smithe,365 Plus,1288,383,3834,4034,8,8,0,0
1/6/2018 8:00,1/6/2018 9:00,551,0033 Robson & Denman,0012 Dunsmuir & Richards,365 Standard,2262,739,3855,4029,8,9,0,0
1/6/2018 8:00,1/6/2018 9:00,822,0011 Ontario & Seawall,0072 14th & Cambie,90 Day,2317,1244,3874,4024,11,9,0,0
1/6/2018 8:00,1/6/2018 9:00,1422,0053 Keefer & Abbott,0101 Stanley Park - Vancouver Aquarium,365 Corporate Plus,3957,1131,3926,4148,8,10,0,0
1/6/2018 8:00,1/6/2018 8:00,1381,0212 Union & Gore,0039 Helmcken & Burrard,365 Standard,2156,903,3671,3732,7,8,0,0
1/6/2018 8:00,1/6/2018 8:00,822,0167 Cordova & Columbia,0011 Ontario & Seawall,90 Day,1813,744,3823,3992,8,10,0,0
1/6/2018 8:00,1/6/2018 8:00,1422,0053 Keefer & Abbott,0053 Keefer & Abbott,365 Corporate Plus,0,23,3939,4001,8,7,0,0
1/6/2018 8:00,1/6/2018 8:00,992,0005 Dunsmuir & Beatty,0004 Yaletown-Roundhouse Station,365 Corporate Standard,1214,390,3805,3943,7,9,0,0
1/6/2018 8:00,1/6/2018 8:00,1213,0005 Dunsmuir & Beatty,0004 Yaletown-Roundhouse Station,Archived Monthly Standard,1212,396,3706,3806,7,9,0,0
1/6/2018 8:00,1/6/2018 8:00,35,0134 14th & Main,0001 10th & Cambie,365 Standard,1455,361,3631,3843,6,9,0,0
1/6/2018 8:00,1/6/2018 8:00,108,0148 Quebec & Milross,0064 Expo & Smithe,365 Standard,1198,293,3781,3901,8,10,0,0
1/6/2018 8:00,1/6/2018 8:00,724,0112 10th & Oak,0001 10th & Cambie,365 Corporate Plus,920,322,3800,3889,7,8,0,0
1/6/2018 8:00,1/6/2018 8:00,1176,0036 Bute & Robson,0089 Burrard & Drake,365 Corporate Plus,1229,353,3843,3969,7,9,0,0
1/6/2018 8:00,1/6/2018 8:00,179,0036 Bute & Robson,0040 Cardero & Davie,Archived Monthly Plus,1141,263,3956,4058,7,9,0,0
1/6/2018 7:00,1/6/2018 7:00,1089,0060 Bidwell & Burnaby,0187 Bute & Davie,365 Standard,906,277,3768,3935,7,7,0,0
1/6/2018 7:00,1/6/2018 7:00,1309,0060 Bidwell & Burnaby,0187 Bute & Davie,365 Standard,906,310,3779,3889,8,9,0,0
1/6/2018 7:00,1/6/2018 7:00,494,0173 Columbia & 2nd,0601 Olympic Village Station,Archived Monthly Standard,602,196,3816,3937,8,9,0,0
1/6/2018 7:00,1/6/2018 7:00,544,0054 Expo & Carrall,0055 Keefer & Columbia,365 Day Founding Standard,2446,1495,3837,3998,8,8,0,0
1/6/2018 6:00,1/6/2018 6:00,877,0187 Bute & Davie,0036 Bute & Robson,365 Day Founding Standard,657,223,3901,4006,7,9,0,0
1/6/2018 6:00,1/6/2018 6:00,451,0008 8th & Ash,0053 Keefer & Abbott,365 Day Founding Plus,2315,509,3697,3818,8,10,0,0
1/6/2018 6:00,1/6/2018 6:00,1088,0060 Bidwell & Burnaby,0033 Robson & Denman,Archived Monthly Standard,1031,228,3823,3958,8,10,0,0
1/6/2018 6:00,1/6/2018 6:00,647,0025 Homer & Robson,0036 Bute & Robson,365 Day Founding Standard,1145,384,3763,3916,8,9,0,0
1/6/2018 6:00,1/6/2018 6:00,832,0047 Chilco & Beach,0057 Marinaside & Cooperage,Archived Monthly Standard,3551,710,3774,3995,8,11,0,0
1/6/2018 6:00,1/6/2018 6:00,1537,0039 Helmcken & Burrard,0204 York & Yew,Archived Monthly Standard,2462,599,3758,3901,8,10,0,0
1/6/2018 4:00,1/6/2018 5:00,147,0012 Dunsmuir & Richards,0040 Cardero & Davie,Archived Monthly Standard,2472,736,3929,4093,8,10,0,0
1/6/2018 4:00,1/6/2018 4:00,1280,0088 Harwood & Bute,0005 Dunsmuir & Beatty,90 Day,2568,850,3668,3868,7,8,0,0
1/6/2018 3:00,1/6/2018 3:00,174,0187 Bute & Davie,0015 Granville & Georgia,365 Corporate Plus,1562,575,3930,4080,8,9,0,0
1/6/2018 3:00,1/6/2018 3:00,1098,0187 Bute & Davie,0093 Chilco & Robson,Archived Monthly Plus,1901,721,3653,3819,8,10,0,0
1/6/2018 3:00,1/6/2018 3:00,245,0032 Comox & Denman,0092 Chilco & Barclay,90 Day,567,165,3689,3790,8,10,0,0
1/6/2018 2:00,1/6/2018 3:00,816,0197 1st & Main,0066 Anderson & 2nd,365 Day Founding Plus,3297,2646,3697,3837,8,9,807,1
1/6/2018 2:00,1/6/2018 2:00,191,0123 Georgia & Thurlow,0082 Richards & Davie,365 Plus,1621,624,3913,4018,8,10,0,0
1/6/2018 2:00,1/6/2018 2:00,245,0050 Bute & Comox,0032 Comox & Denman,365 Standard,859,182,3666,3797,8,10,0,0
1/6/2018 1:00,1/6/2018 1:00,1020,0093 Chilco & Robson,0032 Comox & Denman,365 Corporate Standard,788,251,3768,3884,8,9,0,0
1/6/2018 0:00,1/6/2018 1:00,179,0076 Cypress & 4th,0036 Bute & Robson,365 Plus,3148,1181,3930,4061,8,9,0,0
1/6/2018 0:00,1/6/2018 0:00,781,0015 Granville & Georgia,0167 Cordova & Columbia,90 Day,1602,334,3861,3964,8,11,0,0
1/6/2018 0:00,1/6/2018 0:00,1381,0005 Dunsmuir & Beatty,0212 Union & Gore,Archived Monthly Standard,481,482,3684,3727,8,7,0,0
1/6/2018 0:00,1/6/2018 0:00,1096,0083 Aquatic Centre,0218 Carrall & Seawall,365 Standard,3647,1232,3964,4142,9,10,0,0
1/6/2018 0:00,1/6/2018 0:00,772,0083 Aquatic Centre,0218 Carrall & Seawall,365 Standard,3604,1286,3756,3926,9,10,0,0
1/6/2018 0:00,1/6/2018 0:00,294,0078 Nelson & Mainland,0096 Nicola & Robson,90 Day,2084,653,3839,3998,9,10,0,0
1/6/2018 0:00,1/6/2018 0:00,821,0064 Expo & Smithe,0053 Keefer & Abbott,Archived Monthly Plus,757,270,3810,3868,9,11,0,0
1/6/2018 0:00,1/6/2018 0:00,1354,0025 Homer & Robson,0036 Bute & Robson,90 Day,1139,326,3797,3951,9,10,0,0
1/5/2018 23:00,1/6/2018 0:00,326,0129 Richards & Robson,0028 Davie & Beach,Archived Monthly Plus,2652,910,3745,3882,10,11,0,0
1/5/2018 23:00,1/6/2018 0:00,1146,0129 Richards & Robson,0028 Davie & Beach,365 Corporate Plus,2668,923,3980,4146,10,11,0,0
1/5/2018 23:00,1/5/2018 23:00,445,0015 Granville & Georgia,0040 Cardero & Davie,365 Standard,2217,448,3771,3839,11,13,0,0
1/5/2018 23:00,1/5/2018 23:00,1148,0069 7th & Granville,0055 Keefer & Columbia,365 Day Founding Plus,4024,977,3708,4038,10,13,0,0
1/5/2018 23:00,1/5/2018 23:00,923,0030 Abbott & Cordova,0173 Columbia & 2nd,365 Plus,2348,567,3827,3945,11,14,0,0
1/5/2018 22:00,1/5/2018 23:00,1135,0012 Dunsmuir & Richards,0079 Nelson & Richards,365 Corporate Plus,767,186,3989,4087,11,11,0,0
1/5/2018 22:00,1/5/2018 22:00,711,0212 Union & Gore,0212 Union & Gore,Archived Monthly Standard,281,103,3779,3910,11,9,0,0
1/5/2018 22:00,1/5/2018 22:00,888,0032 Comox & Denman,0078 Nelson & Mainland,365 Day Founding Standard,2268,804,3930,4077,11,13,0,0
1/5/2018 22:00,1/5/2018 22:00,57,0206 8th & Scotia,0081 7th & Heather,365 Standard,1588,273,3890,4024,11,14,0,0
1/5/2018 22:00,1/5/2018 22:00,155,0032 Comox & Denman,0033 Robson & Denman,90 Day,1004,272,4003,4151,11,11,0,0
1/5/2018 22:00,1/5/2018 22:00,1437,0198 6th & Main,0001 10th & Cambie,365 Plus,1451,358,3703,3816,11,13,0,0
1/5/2018 22:00,1/5/2018 22:00,1546,0066 Anderson & 2nd,0011 Ontario & Seawall,365 Day Founding Plus,2973,666,3926,4093,11,13,0,0
1/5/2018 22:00,1/5/2018 22:00,1383,0036 Bute & Robson,0109 7th & Arbutus,365 Day Founding Plus,3816,1114,3674,3571,11,12,0,0
1/5/2018 21:00,1/5/2018 21:00,346,0197 1st & Main,0601 Olympic Village Station,365 Standard,1378,438,3871,3980,11,13,0,0
1/5/2018 20:00,1/5/2018 21:00,172,0173 Columbia & 2nd,0167 Cordova & Columbia,365 Plus,2033,577,3969,4119,10,12,0,0
1/5/2018 20:00,1/5/2018 20:00,217,0015 Granville & Georgia,0044 Richards & Beach,365 Standard,1419,425,3990,4108,11,13,0,0
1/5/2018 20:00,1/5/2018 20:00,484,0187 Bute & Davie,0096 Nicola & Robson,365 Corporate Plus,984,238,3974,4108,11,13,0,0
1/5/2018 20:00,1/5/2018 20:00,456,0063 Robson & Granville,0040 Cardero & Davie,90 Day,1935,594,3748,3864,12,14,0,0
1/5/2018 20:00,1/5/2018 20:00,1045,0052 Cambie & Water,0092 Chilco & Barclay,365 Day Founding Standard,3283,730,3639,3831,11,12,0,0
1/5/2018 20:00,1/5/2018 20:00,1443,0024 Hornby & Pender,0028 Davie & Beach,365 Corporate Plus,3859,1111,4042,4225,12,12,0,0
1/5/2018 20:00,1/5/2018 20:00,388,0129 Richards & Robson,0064 Expo & Smithe,365 Day Founding Plus,718,281,3840,3961,11,11,0,0
1/5/2018 20:00,1/5/2018 20:00,43,0036 Bute & Robson,0050 Bute & Comox,Archived Monthly Plus,400,145,4006,4059,12,13,0,0
1/5/2018 20:00,1/5/2018 20:00,637,0066 Anderson & 2nd,0055 Keefer & Columbia,365 Day Founding Plus,4041,875,3852,4027,10,13,0,0
1/5/2018 19:00,1/5/2018 20:00,718,0070 10th & Granville,0601 Olympic Village Station,Archived Monthly Standard,6052,1540,3800,3974,12,14,0,0
1/5/2018 19:00,1/5/2018 20:00,883,0174 1st & Ontario,0035 Coal Harbour Community Centre,365 Corporate Standard,1049,3603,3566,3631,11,12,2074,3
1/5/2018 19:00,1/5/2018 19:00,324,0066 Anderson & 2nd,0055 Keefer & Columbia,365 Standard,4008,771,3694,3893,11,14,0,0
1/5/2018 19:00,1/5/2018 19:00,559,0036 Bute & Robson,0079 Nelson & Richards,365 Standard,1319,472,4006,4138,11,12,0,0
1/5/2018 19:00,1/5/2018 19:00,216,0106 Heather & 14th,0132 14th & Ontario,365 Plus,1188,288,3735,3840,10,13,0,0
1/5/2018 19:00,1/5/2018 19:00,710,0015 Granville & Georgia,0196 Drake & Hornby,90 Day,1212,424,3752,3864,11,13,0,0
1/5/2018 19:00,1/5/2018 19:00,721,0078 Nelson & Mainland,0078 Nelson & Mainland,365 Day Founding Plus,1204,1247,4021,4113,12,12,0,0
1/5/2018 19:00,1/5/2018 19:00,624,0063 Robson & Granville,0063 Robson & Granville,90 Day,0,53,3872,3937,12,11,0,0
1/5/2018 19:00,1/5/2018 19:00,1512,0078 Nelson & Mainland,0032 Comox & Denman,365 Day Founding Standard,2250,662,3777,3885,12,15,0,0
1/5/2018 19:00,1/5/2018 19:00,829,0130 Heather & 16th,0134 14th & Main,Archived Monthly Basic,1686,603,3895,4038,11,11,0,0
1/5/2018 19:00,1/5/2018 19:00,1300,0601 Olympic Village Station,0187 Bute & Davie,365 Day Founding Standard,3299,863,3998,4206,11,13,0,0
1/5/2018 19:00,1/5/2018 19:00,790,0066 Anderson & 2nd,0010 Stamp's Landing,Archived Monthly Standard,1892,435,3995,4188,10,12,0,0
1/5/2018 19:00,1/5/2018 19:00,484,0024 Hornby & Pender,0187 Bute & Davie,365 Day Founding Standard,2054,1179,3984,4103,12,12,211,1
1/5/2018 19:00,1/5/2018 19:00,715,0004 Yaletown-Roundhouse Station,0025 Homer & Robson,Archived Monthly Standard,843,277,3860,3992,12,13,0,0
1/5/2018 19:00,1/5/2018 19:00,1381,0125 Hamilton & Robson,0005 Dunsmuir & Beatty,365 Day Founding Standard,269,114,3698,3752,11,11,0,0
1/5/2018 19:00,1/5/2018 20:00,1321,0080 Laurel & Broadway,0080 Laurel & Broadway,365 Day Founding Plus,2583,3621,3797,3723,11,13,2875,2
1/5/2018 18:00,1/5/2018 19:00,57,0078 Nelson & Mainland,0206 8th & Scotia,365 Standard,3034,807,3858,4032,12,13,0,0
1/5/2018 18:00,1/5/2018 19:00,1278,0073 Ontario & 5th,0084 Sunset Beach West,365 Plus,5245,1083,3752,3914,11,14,0,0
1/5/2018 18:00,1/5/2018 19:00,271,0099 Vancouver Art Gallery - North Plaza,0196 Drake & Hornby,365 Day Founding Standard,998,463,3863,3943,11,13,0,0
1/5/2018 18:00,1/5/2018 18:00,158,0173 Columbia & 2nd,0601 Olympic Village Station,Archived Monthly Standard,586,181,3719,3810,11,12,0,0
1/5/2018 18:00,1/5/2018 19:00,135,0064 Expo & Smithe,0089 Burrard & Drake,365 Standard,1752,880,3872,3992,11,12,0,0
1/5/2018 18:00,1/5/2018 18:00,135,0064 Expo & Smithe,0064 Expo & Smithe,365 Standard,0,17,3903,3947,11,10,0,0
1/5/2018 18:00,1/5/2018 19:00,455,0165 Columbia & 4th,0140 Burrard & 7th,Archived Monthly Standard,2960,742,4008,4187,11,13,0,0
1/5/2018 18:00,1/5/2018 19:00,23,0138 Richards & Helmcken,0138 Richards & Helmcken,365 Standard,1745,829,3774,3861,12,13,110,1
1/5/2018 18:00,1/5/2018 19:00,22,0027 Beatty & Nelson,0140 Burrard & 7th,365 Standard,3414,1084,3813,3977,11,12,0,0
1/5/2018 18:00,1/5/2018 18:00,1117,0077 Vanier Park,0204 York & Yew,365 Day Founding Standard,1404,307,3658,3793,11,13,0,0
1/5/2018 18:00,1/5/2018 18:00,1183,0008 8th & Ash,0036 Bute & Robson,365 Corporate Plus,3203,788,3745,3884,11,14,0,0
1/5/2018 18:00,1/5/2018 18:00,260,0033 Robson & Denman,0047 Chilco & Beach,Archived Monthly Standard,955,247,3700,3784,11,13,0,0
1/5/2018 18:00,1/5/2018 18:00,534,0011 Ontario & Seawall,0108 Cypress & 1st,365 Day Founding Plus,3812,1053,3889,4105,10,12,0,0
1/5/2018 18:00,1/5/2018 18:00,87,0058 Homer & Smithe,0048 Comox & Broughton,365 Day Founding Plus,1788,513,3642,3761,11,14,0,0
1/5/2018 18:00,1/5/2018 18:00,476,0030 Abbott & Cordova,0174 1st & Ontario,365 Standard,1864,454,3900,4056,11,14,0,0
1/5/2018 18:00,1/5/2018 18:00,1341,0212 Union & Gore,0174 1st & Ontario,Archived Monthly Standard,1419,439,3766,3932,11,13,0,0
1/5/2018 18:00,1/5/2018 18:00,1213,0024 Hornby & Pender,0005 Dunsmuir & Beatty,365 Standard,1041,362,3732,3802,11,12,0,0
1/5/2018 18:00,1/5/2018 18:00,67,0078 Nelson & Mainland,0005 Dunsmuir & Beatty,365 Standard,916,327,3710,3885,12,12,0,0
1/5/2018 18:00,1/5/2018 18:00,122,0036 Bute & Robson,0041 Cardero & Robson,Archived Monthly Standard,602,145,3966,4032,12,13,0,0
1/5/2018 18:00,1/5/2018 18:00,1471,0171 5th & Yukon,0044 Richards & Beach,365 Day Founding Plus,2791,901,3850,4061,11,11,0,0
1/5/2018 18:00,1/5/2018 18:00,671,0140 Burrard & 7th,0159 Vine & 4th,365 Standard,1210,375,3956,4055,11,13,0,0
1/5/2018 18:00,1/5/2018 18:00,1057,0089 Burrard & Drake,0092 Chilco & Barclay,Archived Monthly Standard,2205,459,3795,3963,11,14,0,0
1/5/2018 18:00,1/5/2018 18:00,883,0205 Pine & 10th,0174 1st & Ontario,Archived Monthly Standard,0,966,3561,3655,11,10,0,0
1/5/2018 18:00,1/5/2018 18:00,178,0030 Abbott & Cordova,0601 Olympic Village Station,365 Standard,2325,536,3839,3971,11,13,0,0
1/5/2018 18:00,1/5/2018 18:00,1434,0030 Abbott & Cordova,0125 Hamilton & Robson,365 Day Founding Plus,927,226,3735,3847,11,13,0,0
1/5/2018 17:00,1/5/2018 18:00,545,0025 Homer & Robson,0212 Union & Gore,Archived Monthly Standard,2052,510,4035,4214,11,10,0,0
1/5/2018 17:00,1/5/2018 18:00,125,0012 Dunsmuir & Richards,0001 10th & Cambie,365 Corporate Plus,2842,784,3837,3997,11,13,0,0
1/5/2018 17:00,1/5/2018 18:00,426,0209 Stanley Park - Information Booth,0089 Burrard & Drake,24 Hour,0,1425,3855,3892,10,10,0,0
1/5/2018 17:00,1/5/2018 18:00,1071,0209 Stanley Park - Information Booth,0089 Burrard & Drake,24 Hour,3436,1444,3929,4090,10,11,0,0
1/5/2018 17:00,1/5/2018 17:00,224,0058 Homer & Smithe,0015 Granville & Georgia,365 Day Founding Standard,649,192,4005,4095,12,13,0,0
1/5/2018 17:00,1/5/2018 17:00,1511,0015 Granville & Georgia,0040 Cardero & Davie,365 Day Founding Standard,2117,405,3668,3763,12,14,0,0
1/5/2018 17:00,1/5/2018 18:00,1020,0129 Richards & Robson,0093 Chilco & Robson,365 Corporate Standard,2186,632,3766,3932,11,13,0,0
1/5/2018 17:00,1/5/2018 17:00,548,0005 Dunsmuir & Beatty,0078 Nelson & Mainland,365 Standard,990,305,3934,4009,11,13,0,0
1/5/2018 17:00,1/5/2018 18:00,649,0063 Robson & Granville,0079 Nelson & Richards,365 Plus,1968,983,4013,4167,11,12,293,1
1/5/2018 17:00,1/5/2018 17:00,1089,0187 Bute & Davie,0060 Bidwell & Burnaby,365 Standard,906,172,3805,3935,11,11,0,0
1/5/2018 17:00,1/5/2018 17:00,1309,0187 Bute & Davie,0060 Bidwell & Burnaby,365 Standard,904,182,3774,3893,11,13,0,0
1/5/2018 17:00,1/5/2018 17:00,994,0050 Bute & Comox,0032 Comox & Denman,Archived Monthly Standard,865,194,3919,4027,11,12,0,0
1/5/2018 17:00,1/5/2018 17:00,50,0002 Burrard Station,0088 Harwood & Bute,365 Day Founding Plus,1688,442,3732,3852,12,15,0,0
1/5/2018 17:00,1/5/2018 17:00,545,0008 8th & Ash,0025 Homer & Robson,365 Standard,2215,682,3951,4175,11,10,0,0
1/5/2018 17:00,1/5/2018 17:00,545,0008 8th & Ash,0008 8th & Ash,365 Standard,0,17,3980,4092,11,8,0,0
1/5/2018 17:00,1/5/2018 17:00,717,0024 Hornby & Pender,0048 Comox & Broughton,Archived Monthly Standard,1997,721,3950,4074,11,13,0,0
1/5/2018 17:00,1/5/2018 17:00,1532,0129 Richards & Robson,0137 Beach & Seymour,Archived Monthly Standard,1272,400,3710,3842,12,14,0,0
1/5/2018 17:00,1/5/2018 17:00,816,0064 Expo & Smithe,0197 1st & Main,365 Day Founding Standard,2568,487,3710,3811,11,12,0,0
1/5/2018 17:00,1/5/2018 17:00,654,0019 Robson & Hornby,0196 Drake & Hornby,365 Day Founding Plus,896,365,3898,4008,12,12,0,0
1/5/2018 17:00,1/5/2018 17:00,376,0055 Keefer & Columbia,0174 1st & Ontario,365 Standard,1219,312,4050,4169,11,12,0,0
1/5/2018 17:00,1/5/2018 17:00,1524,0050 Bute & Comox,0032 Comox & Denman,365 Day Founding Plus,861,164,3808,3897,11,13,0,0
1/5/2018 17:00,1/5/2018 17:00,1434,0125 Hamilton & Robson,0030 Abbott & Cordova,365 Day Founding Plus,943,229,3692,3837,11,13,0,0
1/5/2018 17:00,1/5/2018 17:00,1379,0037 Hornby & Nelson,0152 Arbutus Greenway & 14th,Archived Monthly Standard,4435,1346,3956,4146,12,12,0,0
1/5/2018 17:00,1/5/2018 17:00,734,0129 Richards & Robson,0197 1st & Main,365 Day Founding Standard,2913,621,3874,4037,11,14,0,0
1/5/2018 17:00,1/5/2018 17:00,735,0012 Dunsmuir & Richards,0054 Expo & Carrall,365 Plus,1276,366,3903,4013,10,13,0,0
1/5/2018 17:00,1/5/2018 17:00,1422,0055 Keefer & Columbia,0053 Keefer & Abbott,90 Day,508,221,3982,4061,10,12,0,0
1/5/2018 17:00,1/5/2018 17:00,755,0187 Bute & Davie,0060 Bidwell & Burnaby,365 Standard,898,204,3881,4006,12,13,0,0
1/5/2018 17:00,1/5/2018 17:00,252,0167 Cordova & Columbia,0011 Ontario & Seawall,365 Corporate Standard,1986,545,3645,3761,11,14,0,0
1/5/2018 17:00,1/5/2018 17:00,603,0218 Carrall & Seawall,0109 7th & Arbutus,365 Standard,5593,1496,3824,4035,11,13,0,0
1/5/2018 17:00,1/5/2018 17:00,530,0063 Robson & Granville,0089 Burrard & Drake,365 Standard,1116,362,3916,4021,11,12,0,0
1/5/2018 17:00,1/5/2018 17:00,1032,0172 10th & Columbia,0133 Ontario & 16th,365 Standard,925,314,3816,3935,10,12,0,0
1/5/2018 16:00,1/5/2018 16:00,1296,0026 Beatty & Robson,0201 Shaw Tower,365 Corporate Standard,1958,405,3934,4072,11,13,0,0
1/5/2018 16:00,1/5/2018 16:00,1459,0211 14th & Alder,0159 Vine & 4th,365 Standard,3020,756,3874,4014,10,12,0,0
1/5/2018 16:00,1/5/2018 16:00,945,0112 10th & Oak,0172 10th & Columbia,365 Standard,1278,381,3682,3829,11,13,0,0
1/5/2018 16:00,1/5/2018 16:00,688,0196 Drake & Hornby,0174 1st & Ontario,365 Corporate Plus,3218,744,3890,4098,11,14,0,0
1/5/2018 16:00,1/5/2018 16:00,945,0112 10th & Oak,0112 10th & Oak,365 Standard,2,60,3710,3785,10,10,0,0
1/5/2018 16:00,1/5/2018 16:00,1057,0055 Keefer & Columbia,0089 Burrard & Drake,Archived Monthly Standard,2781,871,3755,3934,11,12,0,0
1/5/2018 16:00,1/5/2018 16:00,1496,0048 Comox & Broughton,0063 Robson & Granville,365 Plus,1715,573,3802,3913,11,13,0,0
1/5/2018 16:00,1/5/2018 16:00,1419,0080 Laurel & Broadway,0001 10th & Cambie,365 Standard,982,261,3847,3995,11,11,0,0
1/5/2018 16:00,1/5/2018 16:00,182,0089 Burrard & Drake,0208 Arbutus Greenway & Broadway,365 Day Founding Plus,2858,760,3932,4072,11,13,0,0
1/5/2018 16:00,1/5/2018 16:00,1125,0112 10th & Oak,0174 1st & Ontario,Archived Monthly Standard,2258,586,3871,4014,10,13,0,0
1/5/2018 16:00,1/5/2018 16:00,1425,0064 Expo & Smithe,0024 Hornby & Pender,365 Day Founding Plus,1643,475,3997,4109,11,13,0,0
1/5/2018 16:00,1/5/2018 16:00,951,0037 Hornby & Nelson,0033 Robson & Denman,365 Day Founding Standard,2123,438,3872,4006,11,14,0,0
1/5/2018 16:00,1/5/2018 16:00,951,0037 Hornby & Nelson,0037 Hornby & Nelson,365 Day Founding Standard,0,17,3889,3940,11,11,0,0
1/5/2018 16:00,1/5/2018 16:00,685,0109 7th & Arbutus,0053 Keefer & Abbott,365 Standard,6634,1708,3813,4098,10,12,0,0
1/5/2018 16:00,1/5/2018 16:00,376,0008 8th & Ash,0055 Keefer & Columbia,Archived Monthly Standard,2564,616,3992,4196,11,13,0,0
1/5/2018 15:00,1/5/2018 16:00,1368,0052 Cambie & Water,0212 Union & Gore,365 Plus,1758,418,3872,3910,10,12,0,0
1/5/2018 15:00,1/5/2018 16:00,1074,0087 Broughton & Burnaby,0087 Broughton & Burnaby,365 Day Founding Plus,2650,2074,3924,4038,11,12,1053,1
