,Segment Length,Coordinates
24,160.86616445,"[[-123.12804283177341, 49.28530120860479], [-123.12804285933287, 49.28530123106219], [-123.12961501023277, 49.2863190550043], [-123.12961506256869, 49.28631908642872]]"
25,173.59478834,"[[-123.11779953178545, 49.21232530099338], [-123.12016539073853, 49.212387546403555], [-123.12018113641491, 49.212387961795855]]"
26,50.35504216,"[[-123.08518961682616, 49.26474899236595], [-123.08518960988712, 49.26474895369164], [-123.08519859594956, 49.26429607723706]]"
27,140.74419635,"[[-123.10475169979514, 49.266481751411575], [-123.10668556266617, 49.2665163855535]]"
28,199.94734575,"[[-123.10668556266617, 49.2665163855535], [-123.10668560251811, 49.26651638101916], [-123.10712680617706, 49.26652468014858], [-123.10943278907031, 49.26656803933149]]"
29,26.93171419,"[[-123.14212288794147, 49.28294038852956], [-123.14185420169157, 49.28310709618505]]"
30,386.36553188,"[[-123.1247426606797, 49.27208992086829], [-123.12463001153797, 49.27209993534255], [-123.12431792002235, 49.272090378635006], [-123.12402099234865, 49.27211623867575], [-123.12367441643816, 49.27218747788436], [-123.12353134360409, 49.27218052652978], [-123.12335126553081, 49.272106973618484], [-123.12159723090626, 49.2709657757107], [-123.12154071899315, 49.2709402942115], [-123.12148877213174, 49.27092757836349], [-123.12120041411583, 49.27093210803689], [-123.12115497010517, 49.270936472490334], [-123.12110086747761, 49.270969085516825], [-123.12049732279075, 49.2713709570636]]"
31,404.03706528,"[[-123.1197153650806, 49.272833371861545], [-123.11965538603869, 49.27284130028462], [-123.11952111185455, 49.27286410264234], [-123.11943478769773, 49.27293299252956], [-123.11941505103906, 49.27302591257229], [-123.11941503326759, 49.273025953968535], [-123.11938393175713, 49.27309042676167], [-123.1193128737058, 49.2731395077612], [-123.11900191278275, 49.27327878345991], [-123.11848842019435, 49.273381385899285], [-123.1179469441975, 49.273394661790825], [-123.11754125269216, 49.27335681145298], [-123.11704237065535, 49.273216931717606], [-123.11670829495857, 49.27306833984673], [-123.11557244964524, 49.27306804229878], [-123.11528870170234, 49.27311086402277], [-123.115121861868, 49.27316921756484], [-123.11497890944749, 49.27321477662459], [-123.11482522129813, 49.27327446592794], [-123.11481392331345, 49.273274865747084], [-123.11472372362837, 49.27327805778099], [-123.11472316003587, 49.273278078130026]]"
32,50.6881894,"[[-123.09647909857252, 49.25699075268951], [-123.09649581447859, 49.25653493312967]]"
33,55.79921602,"[[-123.15836446280474, 49.23883686489889], [-123.1581511298791, 49.239318928185895], [-123.15815111486803, 49.23931895968981]]"
34,65.08952337,"[[-123.12036974492658, 49.24907719220676], [-123.12036975585775, 49.24907716700871], [-123.12039326652766, 49.248491945242115], [-123.12039326229836, 49.248491901169864]]"
35,50.23535401,"[[-123.12016506219291, 49.25474870568616], [-123.12018200479949, 49.25429696426473]]"
36,81.8430691,"[[-123.18530750216885, 49.236437991192254], [-123.18532082597571, 49.23570184593267]]"
37,16.94641486,"[[-123.08470167885878, 49.236480973485364], [-123.0844689199068, 49.236478316702296]]"
38,22.90483481,"[[-123.08006604422121, 49.218352726530085], [-123.0800688423203, 49.218146699488095]]"
39,54.98138103,"[[-123.1373208854094, 49.29408920823234], [-123.13785167508729, 49.29373702921973], [-123.13785172175953, 49.293736997681016]]"
40,26.94585462,"[[-123.1407773628114, 49.291797898839945], [-123.14103743810658, 49.291625237973896]]"
41,53.42843012,"[[-123.1874723966432, 49.27229959468675], [-123.18747239791907, 49.272299568598605], [-123.18748502277982, 49.27198785912566], [-123.18749185630551, 49.27181916559022]]"
42,56.49741102,"[[-123.18534769816915, 49.234320344788784], [-123.18535748790478, 49.23381217802849]]"
43,18.16179112,"[[-123.10516891423116, 49.256657155816605], [-123.10491953549682, 49.25665145020304], [-123.10491953953569, 49.25665141062041]]"
44,11.67122267,"[[-123.07158126034238, 49.21742612002768], [-123.0714335188362, 49.21738543229742]]"
45,151.08528334,"[[-123.07466882737009, 49.221765794569556], [-123.07466882595752, 49.221765768484204], [-123.0747244027465, 49.220407229782175]]"
46,45.5094769,"[[-123.07402378343606, 49.24017697085225], [-123.07403721198965, 49.239767696735754]]"
47,17.5970459,"[[-123.18772617675722, 49.26591560697372], [-123.18773260179238, 49.26575741221566], [-123.18773261539768, 49.26575737531318]]"
48,108.32744051,"[[-123.1269081204644, 49.27157215882723], [-123.12690860240994, 49.27157247312973], [-123.12795428463829, 49.27224919320464], [-123.12796634723034, 49.272257002066276], [-123.12796637751792, 49.272257019123586], [-123.12796691455783, 49.272257369341396]]"
49,160.19884475,"[[-123.12137801910598, 49.27402761720331], [-123.11981211890435, 49.27301434299268]]"
50,1472.03020324,"[[-123.1567494703755, 49.300613307575], [-123.15627088674901, 49.30118514867526], [-123.15421909242805, 49.301444941390415], [-123.15378290019599, 49.301616881152526], [-123.15304471059324, 49.302988724354776], [-123.1532314495298, 49.30687258809806], [-123.15236204309655, 49.308216039994484], [-123.15148917430771, 49.308445663979285], [-123.15131507215818, 49.30864580900737], [-123.15079223289462, 49.309074886707236], [-123.15009284442522, 49.30890443977585], [-123.14965518789863, 49.308619410827326], [-123.14899923001828, 49.308363222328566], [-123.14816865134911, 49.3081358127739], [-123.147076521593, 49.30808008869031]]"
51,1111.68444638,"[[-123.15063882726507, 49.29647801121983], [-123.14989823118742, 49.29706671866282], [-123.14967143147669, 49.29715840341235], [-123.14904329077575, 49.297387692203415], [-123.14840309344842, 49.297426586307964], [-123.14808274618925, 49.29744604719063], [-123.14762886135836, 49.297538018691455], [-123.14715737116923, 49.297584315440936], [-123.14637163206874, 49.29768812795685], [-123.14565579403447, 49.29780327089039], [-123.14548131895545, 49.2978720337464], [-123.14527210938722, 49.2980093839823], [-123.14513340583927, 49.29836369836972], [-123.14513407673363, 49.29859217442391], [-123.14445519541007, 49.299404119738576], [-123.1443509197541, 49.29958703152173], [-123.1442644785076, 49.29989558410472], [-123.14437052374065, 49.30031813471003], [-123.14463459303231, 49.301014659680256], [-123.14461779278703, 49.301243158395714], [-123.14481135656747, 49.301722718137185], [-123.1451272758724, 49.30222497159986], [-123.14567017078457, 49.302681242930134], [-123.1459333602348, 49.30306932220779], [-123.14598742250169, 49.30362902275207]]"
52,104.35642608,"[[-123.13134734944722, 49.27631138835264], [-123.13235583225058, 49.27564372114315]]"
53,105.1570358,"[[-123.07282181609322, 49.25648041827238], [-123.07286123305565, 49.255534860321745]]"
54,14.85639729,"[[-123.0976455390232, 49.22096868811112], [-123.09765092548288, 49.22083509746517]]"
55,27.46356698,"[[-123.09741986548997, 49.22818333710965], [-123.09743013562077, 49.22793638693839]]"
56,33.79013492,"[[-123.09710464636204, 49.23579674024617], [-123.09711742767591, 49.23549290506005]]"
57,96.8971291,"[[-123.12563203083108, 49.28009297664457], [-123.12563207614164, 49.28009295230826], [-123.12656888453141, 49.27947328275601]]"
58,164.57904407,"[[-123.12338294864017, 49.28158057620788], [-123.12338297746713, 49.281580557287235], [-123.12497424357247, 49.280528040239396]]"
59,49.63288048,"[[-123.11680908979085, 49.2859282641295], [-123.11728912090506, 49.285610904972344]]"
60,426.98997359,"[[-123.10933004081613, 49.27223782639096], [-123.10857001896335, 49.27220337542143], [-123.10833172416272, 49.272186423662774], [-123.10831062379019, 49.272182613290774], [-123.10829952004913, 49.27218059888082], [-123.10826934541358, 49.27217119390054], [-123.1082421163411, 49.27215845073563], [-123.10821872600455, 49.272142821909256], [-123.10820686266084, 49.272131651095606], [-123.10819964299529, 49.272124852993194], [-123.10818577283848, 49.27210499020274], [-123.10818575351996, 49.2721049569386], [-123.10817733528812, 49.27208377394516], [-123.10799469738735, 49.2717526680226], [-123.10799468218136, 49.27175262935749], [-123.10799114119156, 49.2717363504676], [-123.10798361206652, 49.27172062401153], [-123.10797246418126, 49.27170588770925], [-123.10797242146593, 49.27170584187369], [-123.10797180713755, 49.27170528384622], [-123.10795770519107, 49.271692498661785], [-123.10795265286978, 49.27168918955292], [-123.10793988439904, 49.27168082425799], [-123.10791945878137, 49.27167113032744], [-123.10790910128328, 49.27166769843985], [-123.1078729564354, 49.27165876847991], [-123.10782336694898, 49.27165667301024], [-123.10782284864445, 49.27165665100588], [-123.1070910141151, 49.271647798502414], [-123.10699160174184, 49.27164560851726], [-123.10688730626134, 49.27164331052398], [-123.10686871137439, 49.27164162493386], [-123.10686865638318, 49.27164162318565], [-123.10684989685846, 49.27164199674457], [-123.10683142460297, 49.271644261723964], [-123.10681374823751, 49.27164841315629], [-123.1068137001547, 49.27164842759305], [-123.10679721262332, 49.27165436616827], [-123.10678248701406, 49.27166202029528], [-123.10676975772544, 49.27167107852443], [-123.10676970695339, 49.271671120848765], [-123.10675941070005, 49.27168138128495], [-123.10675171865839, 49.27169253793395], [-123.10675169262285, 49.271692576637335], [-123.10675006935085, 49.27169650723753], [-123.10674676517223, 49.271704416165534], [-123.10674487262665, 49.27171670624758], [-123.10674486994712, 49.27171673863274], [-123.1067424489887, 49.2719632487397], [-123.1067346566962, 49.27197638622111], [-123.10672368653181, 49.27198844721412], [-123.10670987334646, 49.271999166050364], [-123.10669348184989, 49.27200826183441], [-123.10667509709909, 49.27201547316443], [-123.10665507610435, 49.27202060901183], [-123.10663409488717, 49.2720235158336], [-123.10661267576971, 49.27202416346317], [-123.10659136159401, 49.27202247494042], [-123.10647126337268, 49.27202536338437], [-123.10647120976935, 49.27202536793138], [-123.1063515215066, 49.27203159938629], [-123.10623217832814, 49.27204106237278], [-123.10620910845635, 49.27204503696795], [-123.10616815626466, 49.27205209265312], [-123.10610253285354, 49.27205808975904], [-123.10603633874169, 49.27205886924013], [-123.10599869263118, 49.27205628708022], [-123.10597036423137, 49.272054352112455], [-123.10579563019154, 49.27205350027456], [-123.10535936429251, 49.2720513937414], [-123.1048770107332, 49.272024826296565], [-123.10459798093125, 49.272009457274024], [-123.10446720898219, 49.27200168949581]]"
61,808.80134903,"[[-123.13598352948163, 49.26949677758053], [-123.135982887657, 49.269496323178835], [-123.13587484740238, 49.26941918422523], [-123.13580581600402, 49.2693699096285], [-123.13575631410004, 49.26932017577884], [-123.13566274579776, 49.26922621029263], [-123.13566272509715, 49.26922618063283], [-123.13560274033404, 49.26909457752857], [-123.13559786506796, 49.26907018017516], [-123.13557550850373, 49.26895836910119], [-123.1355413054908, 49.26888011231733], [-123.1355399441782, 49.26887894453835], [-123.13546585202556, 49.26881541558132], [-123.13535433995915, 49.26874161832136], [-123.1352833572472, 49.26864879993231], [-123.13518155849727, 49.26856132382419], [-123.13504231401895, 49.26849978947571], [-123.1348721905367, 49.26846230909057], [-123.13469352437284, 49.268450645641835], [-123.13460169546067, 49.26844445781296], [-123.1345096443148, 49.26843943864621], [-123.13438024008084, 49.26841170949686], [-123.13438018914037, 49.26841167987196], [-123.13427217597095, 49.26835741596758], [-123.1341903142224, 49.26830248113462], [-123.13413005748694, 49.268273546977156], [-123.13409577315758, 49.26825708417747], [-123.13400592188037, 49.268227240701144], [-123.13395447200936, 49.26821646204401], [-123.13390986325304, 49.26820711736621], [-123.1337567012419, 49.26819503341548], [-123.13360092702733, 49.268182742694066], [-123.13349039072291, 49.26817405695528], [-123.13335565614973, 49.26814444472319], [-123.13324995186544, 49.26808224432923], [-123.13318294504985, 49.26800519223978], [-123.13300255616521, 49.26779779709504], [-123.13298443115973, 49.26778661623397], [-123.13296690647014, 49.26777580438191], [-123.13291849556977, 49.267770824569574], [-123.13277644764894, 49.26776145477744], [-123.1324820008125, 49.26776611046209], [-123.1323551358268, 49.26761874355729], [-123.13213157024165, 49.26735902103217], [-123.13186412744855, 49.26724029755943], [-123.1316607460008, 49.267150011676854], [-123.13112097488387, 49.26726763056775], [-123.13064977629462, 49.26760154807826], [-123.13064734029263, 49.267758148283], [-123.1306460945224, 49.267838167398004], [-123.13060466471272, 49.26790431456689], [-123.13049885432105, 49.26792233277123], [-123.12982839358182, 49.26791499418761], [-123.1297056033386, 49.26799094903888], [-123.12953427645937, 49.26800351683485], [-123.12946785829021, 49.268008389316144], [-123.12946781705514, 49.268008390261876], [-123.12908188184372, 49.26799839302754], [-123.12896382249062, 49.26797766049298], [-123.12816961139175, 49.267968117886255], [-123.12800209064406, 49.26797386262551], [-123.12787623411877, 49.26794049126542], [-123.1278298197603, 49.26792817692292], [-123.12782098889946, 49.26792583804568], [-123.12775323747293, 49.26790787670048], [-123.1277356336579, 49.26804276389782], [-123.12772500660678, 49.268124185803764]]"
62,54.75516171,"[[-123.06136473249363, 49.24396212776485], [-123.06136476542076, 49.24396208996741], [-123.0618094900931, 49.24356488864778]]"
63,49.1429179,"[[-123.2151640542156, 49.26524062796369], [-123.21514878471146, 49.26568256408625]]"
64,48.06878316,"[[-123.21517968439228, 49.26480836188485], [-123.21517158525833, 49.265032341530265], [-123.2151640542156, 49.26524062796369]]"
65,203.76090838,"[[-123.13610755962709, 49.29645681906212], [-123.13613390913703, 49.29658818206684], [-123.1361515178613, 49.29667597023381], [-123.1363344692752, 49.29701039051452], [-123.13656885676193, 49.29726982367097], [-123.13662468066067, 49.297321296324455], [-123.13673362984426, 49.297421105433344], [-123.13692394767929, 49.297624408053125], [-123.13723193386453, 49.29781586978294], [-123.13739579442944, 49.297859657784066], [-123.13752863309227, 49.29789515476201], [-123.13757994949437, 49.29790886256169], [-123.13759046960176, 49.297911665519926]]"
66,21.613136,"[[-123.05886863530222, 49.23388783692696], [-123.05886865321719, 49.23388788549221], [-123.05886620282956, 49.2340822444255]]"
67,242.57866473,"[[-123.05161426890348, 49.229371892226254], [-123.05494604678609, 49.22938591193859]]"
68,14.85023518,"[[-123.05585219197664, 49.229388900079556], [-123.05585223866893, 49.229388893760316], [-123.05605615301863, 49.229390057924675]]"
69,45.10954641,"[[-123.05730948663641, 49.229397808533285], [-123.05792904169311, 49.229401810937]]"
70,65.97369727,"[[-123.05494604678609, 49.22938591193859], [-123.05585219197664, 49.229388900079556]]"
71,33.9581973,"[[-123.17919276824783, 49.26941400187736], [-123.17919280813125, 49.269414007212646], [-123.17965941264661, 49.2694217776996]]"
72,140.69695728,"[[-123.17378848720952, 49.269327519323795], [-123.17572195573375, 49.269358452974906]]"
73,140.71435072,"[[-123.17572195573375, 49.269358452974906], [-123.1771279023033, 49.26938085862739], [-123.17765567078612, 49.26938921896558]]"
74,168.09223807,"[[-123.16789460403595, 49.246103644203075], [-123.1702041098432, 49.24611220148815]]"
75,99.8233563,"[[-123.1592713547544, 49.24557625693344], [-123.15935990306421, 49.24553843848499], [-123.15956184064802, 49.245452201271846], [-123.15995694243212, 49.245319723559355], [-123.1603709276502, 49.24521500277056], [-123.16050317027222, 49.24519160691251]]"
76,24.36834902,"[[-123.07448034665418, 49.245386979778274], [-123.0741455719432, 49.24538378502502]]"
77,50.58616405,"[[-123.08203578458586, 49.24460595991677], [-123.08134083315788, 49.2446024898018], [-123.08134078783732, 49.24460250152754]]"
78,93.82355053,"[[-123.07886006954946, 49.24458703250422], [-123.07886002970541, 49.24458703253143], [-123.07885454763864, 49.244586988598584], [-123.07821778024265, 49.24458189299916], [-123.07757108420599, 49.244577209840116]]"
79,238.52616591,"[[-123.09422115096866, 49.24264652426629], [-123.09281432107146, 49.24261655123964], [-123.09143085313119, 49.24258742412824], [-123.09094580298509, 49.24257719620466]]"
80,100.93994003,"[[-123.06822886344726, 49.28306264593828], [-123.0668411612513, 49.28304633916615]]"
81,5.70477449,"[[-123.07258990554469, 49.28271687670094], [-123.07259112272327, 49.28266556745863]]"
82,63.37497318,"[[-123.03126493825158, 49.229256646908276], [-123.03213531359569, 49.229259876637194], [-123.03213538501812, 49.22925987661729]]"
83,82.03629118,"[[-123.02779539685864, 49.2292431953825], [-123.02892208160792, 49.229250210350344], [-123.02892212006985, 49.22925021663739]]"
84,361.50791874,"[[-123.05618862846121, 49.24827435689627], [-123.05296194260468, 49.246931213987914], [-123.0519970490814, 49.24652952589904]]"
85,25.94228069,"[[-123.10430176770782, 49.243334429959745], [-123.10394546846346, 49.24332834377844]]"
86,50.36339396,"[[-123.10135843406111, 49.24328539642835], [-123.10135839560125, 49.243285400959735], [-123.10066683963284, 49.24327107802816]]"
87,26.6846923,"[[-123.10232995550811, 49.243298531173615], [-123.1019633630963, 49.24329557474073]]"
88,71.18408414,"[[-123.0984544173355, 49.243232089615304], [-123.09808783605118, 49.2432253653636], [-123.09747678554649, 49.2432146519988]]"
89,79.34533557,"[[-123.1026621382187, 49.270153640914785], [-123.10375242412442, 49.270173661832665]]"
90,140.74819696,"[[-123.11282761482394, 49.26482068973825], [-123.11476137536229, 49.26485746369519]]"
91,91.2189318,"[[-123.03085817462096, 49.27825431228981], [-123.03085175861149, 49.27781868906562], [-123.03076311731742, 49.27743822279878], [-123.03076311180183, 49.27743819671422]]"
92,60.38620195,"[[-123.03084948063794, 49.279613279407], [-123.03085438018098, 49.27907010419837]]"
93,162.2253278,"[[-123.07257806166594, 49.2831162069246], [-123.0703478486242, 49.283088909570544]]"
94,40.43239419,"[[-123.057796812347, 49.28298989678671], [-123.05724090451808, 49.282994131378125]]"
95,93.209759,"[[-123.17391395903822, 49.26588500106517], [-123.17388346228202, 49.26672320223061]]"
96,47.02308051,"[[-123.1739293381502, 49.265462140240146], [-123.17392934378415, 49.26546217891111], [-123.17391395344846, 49.265884974987486], [-123.17391395903822, 49.26588500106517]]"
97,46.88171315,"[[-123.17383620231642, 49.26801545417548], [-123.17382089418693, 49.26843704457045]]"
98,52.80168729,"[[-123.17569857848379, 49.24850609075995], [-123.17569857975889, 49.24850606287281], [-123.17570269153637, 49.24803113615432]]"
99,90.43166218,"[[-123.03772674574822, 49.240680898848225], [-123.0366738503558, 49.240249109246385]]"
100,38.04442168,"[[-123.03416965730699, 49.23921927967144], [-123.03372746971027, 49.23903689254991], [-123.03372743535657, 49.239036879067086]]"
101,563.21655617,"[[-123.02994138219212, 49.23734233331756], [-123.02994130662486, 49.237342313547586], [-123.02975639458278, 49.23726564717612], [-123.02975635336004, 49.23726562919627], [-123.02815085628643, 49.23652589196906], [-123.02620796045682, 49.23563069503643], [-123.02481552696543, 49.234989052155775], [-123.02365365226937, 49.23439249260214]]"
102,158.73837818,"[[-123.14070515203329, 49.276185486499344], [-123.14008088315906, 49.27529860607291], [-123.14004258226576, 49.275183271204256], [-123.13996944220226, 49.2750840925114], [-123.13982209980855, 49.274882659012825]]"
103,45.98414259,"[[-123.04955114839395, 49.254475833659626], [-123.04954954708192, 49.2540622242905], [-123.04954953881062, 49.2540621982079]]"
104,302.28164803,"[[-123.02714822695054, 49.20639729513729], [-123.02711497244033, 49.206385932897746], [-123.02705160879435, 49.206363342582556], [-123.02698884338682, 49.206340031569745], [-123.02692672152548, 49.20631600164875], [-123.02686922681104, 49.206292906128525], [-123.02640706180634, 49.20610504975523], [-123.0257757444807, 49.205835340737174], [-123.02571459870451, 49.20581157080796], [-123.02564926542404, 49.205787135224945], [-123.02558328872797, 49.2057634562516], [-123.02551667959666, 49.205740532984954], [-123.02544948196388, 49.2057183744095], [-123.02538170681473, 49.20569698951708], [-123.02531335551927, 49.20567637740691], [-123.0252444843721, 49.20565655785523], [-123.02517509062442, 49.20563752996228], [-123.02510519760968, 49.20561928922441], [-123.02503483004509, 49.20560185272638], [-123.0249640098966, 49.20558522675924], [-123.0248927659906, 49.205569410416544], [-123.02482109558281, 49.205554412693346], [-123.02474904260578, 49.20554024257463], [-123.02467663176314, 49.20552689105932], [-123.02460386442883, 49.205514367141575], [-123.02453078316681, 49.20550268880235], [-123.0244573989474, 49.20549183804816], [-123.02438372825029, 49.2054818328655], [-123.02430980950722, 49.20547266425047], [-123.02423566468892, 49.20546435018856], [-123.02416130888867, 49.20545688168091], [-123.02408675995419, 49.205450267718646], [-123.02401204671145, 49.20544450829542], [-123.02393718425809, 49.20543960340784], [-123.02386221102996, 49.20543555304759], [-123.02378714212458, 49.20543235721142], [-123.02335843021515, 49.20543217304688]]"
105,104.3249711,"[[-123.1307753104252, 49.278025196438264], [-123.13024072926942, 49.2776795197888], [-123.1297551282411, 49.27736556114917]]"
106,55.22291241,"[[-123.03456350901332, 49.25060089855402], [-123.03401754267423, 49.25060034907648], [-123.03380469156386, 49.25060012100661]]"
107,164.94335625,"[[-123.12167241953352, 49.2763069582199], [-123.12326637501418, 49.2752516822441], [-123.12326640383532, 49.275251662423905]]"
108,51.333178,"[[-123.03379142156938, 49.25524817668438], [-123.03379445396205, 49.25478642790174]]"
109,52.71102983,"[[-123.1461944968586, 49.276768737979616], [-123.1461746659576, 49.277242674498446], [-123.14617466467314, 49.27724270508371]]"
110,49.13069013,"[[-123.14629347568912, 49.27442845845001], [-123.14627425673976, 49.274870218608555]]"
111,64.56910122,"[[-123.14621910719337, 49.27618815111687], [-123.14621887279411, 49.27619350175152], [-123.14619917639978, 49.276658371002796], [-123.1461944968586, 49.276768737979616]]"
112,48.32136985,"[[-123.14643307138186, 49.271110831701336], [-123.14645221972856, 49.270676352928035]]"
113,17.07301089,"[[-123.17567211419431, 49.251169275419755], [-123.17567371014609, 49.251015703736535]]"
114,62.92155601,"[[-123.17568437278516, 49.250021143367505], [-123.17568435481363, 49.25002111281102], [-123.1756903794517, 49.249455166853515]]"
115,56.95131242,"[[-123.11221499417923, 49.24842242524822], [-123.1121923698447, 49.248934500665875]]"
116,27.2475051,"[[-123.11226928878969, 49.24718047741811], [-123.1122601135856, 49.247425501155035]]"
117,32.7802292,"[[-123.02874046743287, 49.288007614239454], [-123.02850045032642, 49.28794291209071], [-123.02844672575016, 49.287941737067335], [-123.02844587590401, 49.28794171838673], [-123.02830938347789, 49.28793873222866]]"
118,50.27877628,"[[-123.06163541226317, 49.284818870561885], [-123.06162761555872, 49.28527110783812]]"
119,23.77160909,"[[-123.06031744647268, 49.25020742903261], [-123.06043771564129, 49.25000865804881], [-123.06043771697254, 49.25000862296674]]"
120,28.03100063,"[[-123.06209685934205, 49.235914660960866], [-123.06171181192569, 49.23591263287207]]"
121,98.76806557,"[[-123.19187784391649, 49.26532440609677], [-123.19323494115594, 49.26534417818094], [-123.19323502195999, 49.26534410338558]]"
122,52.34530568,"[[-123.20302225595168, 49.26373336998081], [-123.20303871633155, 49.263262637794064]]"
123,43.20041878,"[[-123.20742198438411, 49.268987805910335], [-123.20770224414967, 49.26899197186341], [-123.20801564996722, 49.26899711011733]]"
124,49.51208372,"[[-123.05225392119372, 49.214985263898924], [-123.05266431081893, 49.21463018671384]]"
125,59.11666328,"[[-123.12142733081042, 49.28608950935493], [-123.12142737212922, 49.286089536297034], [-123.12192328785399, 49.286410278454966], [-123.1220053897446, 49.2864633874413]]"
126,47.4602296,"[[-123.10436818741113, 49.280926036828404], [-123.10438647815926, 49.28049929170651]]"
127,77.56266108,"[[-123.15473060553104, 49.24765701673408], [-123.15475583725402, 49.24695951947793]]"
128,106.96467222,"[[-123.13063694373652, 49.24635801524469], [-123.13210616290529, 49.24638198008325]]"
129,107.6237174,"[[-123.15325226546393, 49.247633736700536], [-123.15472937574357, 49.24765700398879], [-123.15473060553104, 49.24765701673408]]"
130,81.66005284,"[[-123.15213055135314, 49.247616534317416], [-123.1524993062961, 49.24762231693148], [-123.15325221735952, 49.247633732266685], [-123.15325226546393, 49.247633736700536]]"
131,16.66312589,"[[-123.14687764582587, 49.24753426560998], [-123.14710653583538, 49.247537799161655]]"
132,323.16519799,"[[-123.14820282109544, 49.216010919090316], [-123.147997257226, 49.21559917080709], [-123.14779117417423, 49.21518806865534], [-123.14758100632098, 49.21477080775767], [-123.14737084172675, 49.21435529782634], [-123.14716066595463, 49.213937145582534], [-123.14695586499738, 49.21352957893842], [-123.14681602168271, 49.213249576078105]]"
133,201.48981189,"[[-123.0519970490814, 49.24652952589904], [-123.04979846210207, 49.24564385071348], [-123.04963923102585, 49.245579703175096]]"
134,31.51230807,"[[-123.043677751902, 49.205462366666666], [-123.04372058988415, 49.20545410897034], [-123.0437865868491, 49.20545408397057], [-123.04387286908764, 49.20548049649787], [-123.04387290891302, 49.20548051087519], [-123.04395033165257, 49.20551400870509], [-123.04403888512793, 49.20554545131236], [-123.04406751748832, 49.20555644703503]]"
135,124.92845454,"[[-123.14300208149936, 49.24747374317749], [-123.14400678728985, 49.24748941073522], [-123.14471812799331, 49.2475004837336]]"
136,140.30069764,"[[-123.11857847813118, 49.24523775658933], [-123.12050553691608, 49.24526935080729]]"
137,61.00274717,"[[-123.12804088756552, 49.26635079745086], [-123.12887889797172, 49.26636964620243]]"
138,80.19511711,"[[-123.08248916705959, 49.26147146442852], [-123.0813870490067, 49.2614625015178]]"
139,16.51857722,"[[-123.08705269277937, 49.28355633643999], [-123.087058840244, 49.28340780349322]]"
140,27.94280645,"[[-123.13977004725612, 49.27113673865599], [-123.13940442856234, 49.27121380862422]]"
141,162.98252747,"[[-123.1022160489595, 49.279273502365136], [-123.10247734307299, 49.27921129412904], [-123.10442375477446, 49.279245471094185], [-123.10443941948974, 49.279245715998044]]"
142,95.36248091,"[[-123.14751606213106, 49.24954607952127], [-123.14772869679823, 49.24955060228229], [-123.14779890258065, 49.249552086655264], [-123.14786905579543, 49.24955437162837], [-123.14793914270533, 49.24955745721923], [-123.1480091358566, 49.249561351558896], [-123.14807902146349, 49.24956603847377], [-123.14814875830464, 49.24957151711738], [-123.14821834641035, 49.24957779648521], [-123.14828775830244, 49.249584876612765], [-123.14835696644909, 49.24959273954526], [-123.1484259433962, 49.249601393414046], [-123.14849470289327, 49.24961084000088], [-123.14856317621012, 49.249621069499796], [-123.14863137568959, 49.24963207290022], [-123.14869927661489, 49.249643854732014], [-123.1487668501309, 49.24965641413339], [-123.14880891226937, 49.24966475071418]]"
143,163.73433716,"[[-123.16788028311457, 49.248088211795746], [-123.16795718735585, 49.248088521895546], [-123.16962262239005, 49.24900215514557]]"
144,93.03298005,"[[-123.15601454549198, 49.25104991025438], [-123.1571135243265, 49.250622406946576]]"
145,201.32118147,"[[-123.02354404391122, 49.20145132020529], [-123.0236181346837, 49.20145987760085], [-123.02366811118353, 49.20148121411982], [-123.02366827731888, 49.20148128514867], [-123.02366855873603, 49.20148129678484], [-123.02377505102683, 49.201485544982994], [-123.02411941620267, 49.20156972357478], [-123.02426980169841, 49.20160111265927], [-123.02441578718553, 49.20164252594169], [-123.02460543183314, 49.20169528181649], [-123.02472100104171, 49.20172663994428], [-123.02487790734455, 49.20176231040256], [-123.02508053780458, 49.20178798774327], [-123.02527671572949, 49.2018093492959], [-123.0257032614283, 49.201891109698934], [-123.02611794949581, 49.201970595396475], [-123.02617537774783, 49.20197675946907]]"
