,Coordinates
821,"[49.262566, -122.781495]"
822,"[49.260806, -122.7816]"
823,"[49.260805, -122.777747]"
824,"[49.260943, -122.776176]"
825,"[49.262733, -122.780661]"
826,"[49.264587, -122.781442]"
827,"[49.265581, -122.787861]"
828,"[49.268102, -122.791167]"
829,"[49.268123, -122.795196]"
830,"[49.285709, -122.737936]"
831,"[49.282866, -122.73814]"
832,"[49.278102, -122.738731]"
833,"[49.273631, -122.739269]"
834,"[49.271301, -122.740269]"
835,"[49.271299, -122.743446]"
836,"[49.27128, -122.748121]"
837,"[49.271271, -122.75363]"
838,"[49.267482, -122.756676]"
839,"[49.267423, -122.762047]"
840,"[49.267061, -122.767276]"
841,"[49.265741, -122.767266]"
842,"[49.263833, -122.768301]"
843,"[49.265203, -122.771539]"
844,"[49.260938, -122.779123]"
845,"[49.260923, -122.781672]"
846,"[49.262588, -122.781242]"
847,"[49.265228, -122.775585]"
848,"[49.265106, -122.771588]"
849,"[49.263926, -122.768818]"
850,"[49.265367, -122.767068]"
851,"[49.267032, -122.767071]"
852,"[49.267336, -122.763783]"
853,"[49.26736, -122.761244]"
854,"[49.267675, -122.755999]"
855,"[49.271106, -122.755185]"
856,"[49.271159, -122.748621]"
857,"[49.271172, -122.744239]"
858,"[49.271165, -122.740786]"
859,"[49.274238, -122.739035]"
860,"[49.278726, -122.738527]"
861,"[49.28243, -122.73836]"
862,"[49.268018, -122.796872]"
863,"[49.268013, -122.794351]"
864,"[49.267485, -122.790769]"
865,"[49.26532, -122.788478]"
866,"[49.265735, -122.78635]"
867,"[49.263502, -122.782897]"
868,"[49.262592, -122.780766]"
869,"[49.285695, -122.740475]"
870,"[49.261337, -122.77405]"
871,"[49.271504, -122.775157]"
872,"[49.274171, -122.774844]"
873,"[49.276253, -122.773661]"
874,"[49.277901, -122.773075]"
875,"[49.285917, -122.7689]"
876,"[49.289882, -122.767037]"
877,"[49.29142, -122.768961]"
878,"[49.294363, -122.770891]"
879,"[49.294599, -122.770477]"
880,"[49.292971, -122.763659]"
881,"[49.291225, -122.763205]"
882,"[49.289214, -122.762596]"
883,"[49.286862, -122.761655]"
884,"[49.284276, -122.761184]"
885,"[49.28467, -122.755902]"
886,"[49.285674, -122.752705]"
887,"[49.285676, -122.749593]"
888,"[49.285687, -122.744835]"
889,"[49.265899, -122.777781]"
890,"[49.269579, -122.775187]"
891,"[49.199941, -122.948853]"
892,"[49.232967, -122.882501]"
893,"[49.285812, -122.741302]"
894,"[49.285776, -122.745481]"
895,"[49.285757, -122.749986]"
896,"[49.285784, -122.752811]"
897,"[49.284881, -122.756103]"
898,"[49.284335, -122.756671]"
899,"[49.284535, -122.761575]"
900,"[49.286891, -122.761556]"
901,"[49.288096, -122.761539]"
902,"[49.289635, -122.763056]"
903,"[49.291379, -122.763042]"
904,"[49.293152, -122.763574]"
905,"[49.292709, -122.771055]"
906,"[49.29107, -122.768459]"
907,"[49.288804, -122.767205]"
908,"[49.28674, -122.768504]"
909,"[49.278288, -122.773254]"
910,"[49.277128, -122.773496]"
911,"[49.274163, -122.775046]"
912,"[49.27075, -122.775379]"
913,"[49.268911, -122.775442]"
914,"[49.266588, -122.777509]"
915,"[49.217441, -122.953061]"
916,"[49.215402, -122.95687]"
917,"[49.215362, -122.956469]"
918,"[49.21723, -122.953117]"
919,"[49.221051, -122.946536]"
920,"[49.222058, -122.944643]"
921,"[49.223066, -122.942772]"
922,"[49.224262, -122.940465]"
923,"[49.225532, -122.938131]"
924,"[49.22488, -122.935178]"
925,"[49.22347, -122.933399]"
926,"[49.2223, -122.931932]"
927,"[49.221045, -122.930355]"
928,"[49.220226, -122.929311]"
929,"[49.218616, -122.927334]"
930,"[49.21558, -122.923521]"
931,"[49.21426, -122.921848]"
932,"[49.211481, -122.918365]"
933,"[49.209881, -122.916355]"
934,"[49.208404, -122.914523]"
935,"[49.20683, -122.912514]"
936,"[49.20583, -122.911237]"
937,"[49.204961, -122.91014]"
938,"[49.203027, -122.908362]"
939,"[49.227553, -123.004742]"
940,"[49.21857, -122.965219]"
941,"[49.219402, -122.96918]"
942,"[49.22019, -122.972775]"
943,"[49.220876, -122.975622]"
944,"[49.222234, -122.979991]"
945,"[49.223352, -122.983473]"
946,"[49.224004, -122.985507]"
947,"[49.22532, -122.989612]"
948,"[49.22612, -122.992052]"
949,"[49.227162, -122.995117]"
950,"[49.227685, -122.996794]"
951,"[49.228641, -122.999701]"
952,"[49.229087, -123.003381]"
953,"[49.227719, -123.004879]"
954,"[49.2036, -122.908167]"
955,"[49.206053, -122.911237]"
956,"[49.207323, -122.912859]"
957,"[49.208885, -122.914819]"
958,"[49.210453, -122.916799]"
959,"[49.212011, -122.91875]"
960,"[49.214699, -122.922132]"
961,"[49.216369, -122.924263]"
962,"[49.21933, -122.927942]"
963,"[49.220388, -122.92926]"
964,"[49.221551, -122.930735]"
965,"[49.222827, -122.932337]"
966,"[49.224154, -122.934009]"
967,"[49.224944, -122.934996]"
968,"[49.225462, -122.938563]"
969,"[49.223877, -122.941552]"
970,"[49.223071, -122.943044]"
971,"[49.221793, -122.945452]"
972,"[49.220694, -122.947513]"
973,"[49.219094, -122.950508]"
974,"[49.218479, -122.953151]"
975,"[49.218534, -122.957951]"
976,"[49.218539, -122.961423]"
977,"[49.213612, -122.920751]"
978,"[49.21203, -122.958287]"
979,"[49.201378, -122.913534]"
980,"[49.225563, -122.943012]"
981,"[49.22343, -122.940418]"
982,"[49.222564, -122.939172]"
983,"[49.221405, -122.937664]"
984,"[49.219738, -122.935427]"
985,"[49.218044, -122.933166]"
986,"[49.216549, -122.931134]"
987,"[49.213493, -122.927156]"
988,"[49.212079, -122.925348]"
989,"[49.209506, -122.922026]"
990,"[49.207914, -122.920024]"
991,"[49.206464, -122.918198]"
992,"[49.204868, -122.916192]"
993,"[49.203882, -122.914964]"
994,"[49.254506, -123.003568]"
995,"[49.254571, -122.997558]"
996,"[49.254305, -122.992774]"
997,"[49.252216, -122.989141]"
998,"[49.249929, -122.985898]"
999,"[49.247739, -122.978665]"
1000,"[49.245155, -122.974251]"
1001,"[49.243978, -122.9723]"
1002,"[49.24267, -122.970154]"
1003,"[49.239512, -122.963822]"
1004,"[49.238484, -122.959861]"
1005,"[49.236788, -122.956115]"
1006,"[49.23487, -122.953988]"
1007,"[49.232237, -122.950937]"
1008,"[49.230216, -122.948543]"
1009,"[49.228802, -122.946882]"
1010,"[49.227189, -122.944918]"
1011,"[49.200991, -122.912181]"
1012,"[49.21197, -122.958484]"
1013,"[49.21275, -122.919958]"
1014,"[49.030718, -122.801296]"
1015,"[49.033024, -122.866103]"
1016,"[49.201347, -122.911869]"
1017,"[49.244496, -122.974395]"
1018,"[49.243261, -122.973406]"
1019,"[49.212306, -122.930936]"
1020,"[49.210641, -122.934041]"
1021,"[49.208696, -122.937612]"
1022,"[49.206853, -122.940985]"
1023,"[49.205022, -122.944426]"
1024,"[49.203929, -122.946466]"
1025,"[49.202693, -122.94876]"
1026,"[49.201793, -122.950427]"
1027,"[49.200666, -122.952507]"
1028,"[49.199856, -122.94971]"
1029,"[49.231649, -122.88683]"
1030,"[49.231653, -122.890599]"
1031,"[49.231798, -122.893814]"
1032,"[49.230647, -122.896592]"
1033,"[49.229236, -122.899262]"
1034,"[49.228005, -122.901597]"
1035,"[49.226228, -122.904951]"
1036,"[49.22515, -122.906997]"
1037,"[49.224097, -122.908979]"
1038,"[49.222006, -122.912957]"
1039,"[49.219151, -122.918227]"
1040,"[49.217283, -122.921704]"
1041,"[49.215907, -122.924286]"
1042,"[49.213831, -122.92809]"
1043,"[49.262724, -123.14034]"
1044,"[49.263504, -123.137941]"
1045,"[49.263319, -123.126873]"
1046,"[49.262719, -123.098055]"
1047,"[49.265467, -123.024843]"
1048,"[49.264278, -123.185239]"
1049,"[49.262657, -123.126515]"
1050,"[49.262833, -123.067725]"
1051,"[49.263759, -123.027828]"
1052,"[49.263506, -123.140148]"
1053,"[49.26347, -123.13554]"
1054,"[49.263381, -123.130979]"
1055,"[49.263269, -123.123647]"
1056,"[49.26323, -123.121293]"
1057,"[49.263205, -123.119257]"
1058,"[49.263084, -123.113352]"
1059,"[49.26302, -123.10905]"
1060,"[49.262911, -123.104471]"
1061,"[49.262831, -123.101345]"
1062,"[49.262454, -123.095524]"
1063,"[49.262402, -123.092514]"
1064,"[49.262351, -123.084744]"
1065,"[49.262322, -123.080869]"
1066,"[49.262269, -123.076797]"
1067,"[49.262258, -123.073194]"
1068,"[49.262171, -123.065398]"
1069,"[49.262171, -123.061609]"
1070,"[49.26213, -123.057623]"
1071,"[49.261917, -123.049151]"
1072,"[49.261906, -123.046541]"
1073,"[49.261793, -123.039755]"
1074,"[49.261818, -123.037407]"
1075,"[49.264225, -123.181429]"
1076,"[49.264155, -123.17742]"
1077,"[49.264095, -123.173572]"
1078,"[49.264061, -123.170799]"
1079,"[49.263906, -123.164293]"
1080,"[49.263904, -123.16196]"
1081,"[49.263809, -123.157195]"
1082,"[49.263733, -123.153286]"
1083,"[49.263702, -123.149974]"
1084,"[49.263611, -123.145163]"
1085,"[49.21509, -122.925813]"
1086,"[49.22148, -123.091]"
1087,"[49.219642, -123.091056]"
1088,"[49.217937, -123.091092]"
1089,"[49.216234, -123.091124]"
1090,"[49.214571, -123.091155]"
1091,"[49.212749, -123.091181]"
1092,"[49.212309, -123.091192]"
1093,"[49.211508, -123.091218]"
1094,"[49.283765, -123.109649]"
1095,"[49.282714, -123.10606]"
1096,"[49.282234, -123.100004]"
1097,"[49.28081, -123.099812]"
1098,"[49.279034, -123.099912]"
1099,"[49.274506, -123.100141]"
1100,"[49.273072, -123.100189]"
1101,"[49.270621, -123.100821]"
1102,"[49.268688, -123.100898]"
1103,"[49.266106, -123.100973]"
1104,"[49.263824, -123.100514]"
1105,"[49.262021, -123.089232]"
1106,"[49.26032, -123.089275]"
1107,"[49.258479, -123.089284]"
1108,"[49.25611, -123.090058]"
1109,"[49.253869, -123.090108]"
1110,"[49.25162, -123.090186]"
1111,"[49.249808, -123.090246]"
1112,"[49.248306, -123.090273]"
1113,"[49.246305, -123.090308]"
1114,"[49.244247, -123.090388]"
1115,"[49.242261, -123.090417]"
1116,"[49.239976, -123.090476]"
1117,"[49.238045, -123.090514]"
1118,"[49.236049, -123.090613]"
1119,"[49.234521, -123.090651]"
1120,"[49.232478, -123.090705]"
1121,"[49.230719, -123.090713]"
1122,"[49.228897, -123.090762]"
1123,"[49.227099, -123.090813]"
1124,"[49.225133, -123.090918]"
1125,"[49.223292, -123.090958]"
1126,"[49.248653, -123.127716]"
1127,"[49.245988, -123.127793]"
1128,"[49.244095, -123.127861]"
1129,"[49.241077, -123.12796]"
1130,"[49.237306, -123.128102]"
1131,"[49.234887, -123.128188]"
1132,"[49.231779, -123.128278]"
1133,"[49.229046, -123.128376]"
1134,"[49.22616, -123.128478]"
1135,"[49.223665, -123.128545]"
1136,"[49.221231, -123.128635]"
1137,"[49.218926, -123.128765]"
1138,"[49.216857, -123.129581]"
1139,"[49.214689, -123.130177]"
1140,"[49.212739, -123.130241]"
1141,"[49.21048, -123.130325]"
1142,"[49.208654, -123.130386]"
1143,"[49.282963, -123.112358]"
1144,"[49.281799, -123.110618]"
1145,"[49.279172, -123.113635]"
1146,"[49.277999, -123.115404]"
1147,"[49.275793, -123.117735]"
1148,"[49.264564, -123.114995]"
1149,"[49.26336, -123.118098]"
1150,"[49.263401, -123.120227]"
1151,"[49.263433, -123.122318]"
1152,"[49.260309, -123.126817]"
1153,"[49.258518, -123.126896]"
1154,"[49.256751, -123.127351]"
1155,"[49.254123, -123.127471]"
1156,"[49.251423, -123.12759]"
1157,"[49.28128, -123.119551]"
1158,"[49.264648, -123.114622]"
1159,"[49.276112, -123.114934]"
1160,"[49.207049, -123.1248]"
1161,"[49.205921, -123.128497]"
1162,"[49.207164, -123.130146]"
1163,"[49.208777, -123.13011]"
1164,"[49.211074, -123.130033]"
1165,"[49.213261, -123.129963]"
1166,"[49.214711, -123.129909]"
1167,"[49.217412, -123.129005]"
1168,"[49.219518, -123.128433]"
1169,"[49.221798, -123.128353]"
1170,"[49.22304, -123.12832]"
1171,"[49.225002, -123.128254]"
1172,"[49.226867, -123.128159]"
1173,"[49.229544, -123.128098]"
1174,"[49.232346, -123.128003]"
1175,"[49.23366, -123.127934]"
1176,"[49.237021, -123.12785]"
1177,"[49.239259, -123.12777]"
1178,"[49.241748, -123.12769]"
1179,"[49.244894, -123.127493]"
1180,"[49.247506, -123.12749]"
1181,"[49.249632, -123.127357]"
1182,"[49.251967, -123.127311]"
1183,"[49.253935, -123.127236]"
1184,"[49.256575, -123.127109]"
1185,"[49.259126, -123.126632]"
1186,"[49.260924, -123.126566]"
1187,"[49.281426, -123.099363]"
1188,"[49.281733, -123.105366]"
1189,"[49.282221, -123.108043]"
1190,"[49.220662, -123.065738]"
1191,"[49.223425, -123.065653]"
1192,"[49.225458, -123.065603]"
1193,"[49.227465, -123.065556]"
1194,"[49.229847, -123.065483]"
1195,"[49.231503, -123.065432]"
1196,"[49.234784, -123.065348]"
1197,"[49.236203, -123.065307]"
1198,"[49.237698, -123.065288]"
1199,"[49.24032, -123.065188]"
1200,"[49.241893, -123.065138]"
1201,"[49.244828, -123.065039]"
1202,"[49.247959, -123.064952]"
1203,"[49.250596, -123.064898]"
1204,"[49.253274, -123.066572]"
1205,"[49.254682, -123.068394]"
1206,"[49.258015, -123.069745]"
1207,"[49.259948, -123.069673]"
1208,"[49.265331, -123.069596]"
1209,"[49.268043, -123.06953]"
1210,"[49.269918, -123.069518]"
1211,"[49.271608, -123.069481]"
1212,"[49.273323, -123.06943]"
1213,"[49.275134, -123.069418]"
1214,"[49.277014, -123.069433]"
1215,"[49.278704, -123.070346]"
1216,"[49.280571, -123.070272]"
1217,"[49.281378, -123.074606]"
1218,"[49.281445, -123.077888]"
1219,"[49.281111, -123.081789]"
1220,"[49.281155, -123.085249]"
1221,"[49.2812, -123.087667]"
1222,"[49.281282, -123.092019]"
1223,"[49.281321, -123.093904]"
1224,"[49.281356, -123.095847]"
1225,"[49.212765, -123.065964]"
1226,"[49.214832, -123.065913]"
1227,"[49.21691, -123.065874]"
1228,"[49.218398, -123.065832]"
1229,"[49.23802, -123.101502]"
1230,"[49.241308, -123.101314]"
1231,"[49.243554, -123.101232]"
1232,"[49.245968, -123.101101]"
1233,"[49.249053, -123.100935]"
1234,"[49.251452, -123.100866]"
1235,"[49.253226, -123.100763]"
1236,"[49.255006, -123.100984]"
1237,"[49.256943, -123.101068]"
1238,"[49.258782, -123.100989]"
1239,"[49.260528, -123.100888]"
1240,"[49.265339, -123.100685]"
1241,"[49.266719, -123.100662]"
1242,"[49.269455, -123.100505]"
1243,"[49.270803, -123.100432]"
1244,"[49.273395, -123.099831]"
1245,"[49.275321, -123.099748]"
1246,"[49.278968, -123.099607]"
1247,"[49.281455, -123.100775]"
1248,"[49.283926, -123.11157]"
1249,"[49.212198, -123.109277]"
1250,"[49.21214, -123.106006]"
1251,"[49.211565, -123.102035]"
1252,"[49.214623, -123.101909]"
1253,"[49.217015, -123.101819]"
1254,"[49.218788, -123.10174]"
1255,"[49.22134, -123.101649]"
1256,"[49.223638, -123.101593]"
1257,"[49.225975, -123.10147]"
1258,"[49.228719, -123.101386]"
1259,"[49.231454, -123.101306]"
1260,"[49.235734, -123.101505]"
1261,"[49.233445, -123.101394]"
1262,"[49.263233, -123.100792]"
1263,"[49.28514, -123.112023]"
1264,"[49.211021, -123.101393]"
1265,"[49.248466, -123.101194]"
1266,"[49.245408, -123.101394]"
1267,"[49.243003, -123.101498]"
1268,"[49.240211, -123.101629]"
1269,"[49.23788, -123.101715]"
1270,"[49.235131, -123.101698]"
1271,"[49.230612, -123.101591]"
1272,"[49.228145, -123.101625]"
1273,"[49.225333, -123.10178]"
1274,"[49.223508, -123.101804]"
1275,"[49.22075, -123.101949]"
1276,"[49.218969, -123.102003]"
1277,"[49.216491, -123.102076]"
1278,"[49.213842, -123.102217]"
1279,"[49.212975, -123.102245]"
1280,"[49.211695, -123.101625]"
1281,"[49.211354, -123.102616]"
1282,"[49.212459, -123.107012]"
1283,"[49.212212, -123.110409]"
1284,"[49.265849, -123.100989]"
1285,"[49.263886, -123.101094]"
1286,"[49.259888, -123.10127]"
1287,"[49.258082, -123.101305]"
1288,"[49.256251, -123.101386]"
1289,"[49.254339, -123.100959]"
1290,"[49.252395, -123.101095]"
1291,"[49.250676, -123.101089]"
1292,"[49.279145, -123.116259]"
1293,"[49.283753, -123.113589]"
1294,"[49.263346, -123.116426]"
1295,"[49.263054, -123.126731]"
1296,"[49.233541, -123.128231]"
1297,"[49.205381, -123.130464]"
1298,"[49.234318, -123.127903]"
1299,"[49.263806, -123.11464]"
1300,"[49.233152, -123.065403]"
1301,"[49.261744, -123.069654]"
1302,"[49.280904, -123.116809]"
1303,"[49.281362, -123.071174]"
1304,"[49.219851, -123.065682]"
1305,"[49.210673, -123.065781]"
1306,"[49.232764, -123.066194]"
1307,"[49.262541, -123.10114]"
1308,"[49.232735, -123.101636]"
1309,"[49.263531, -123.127301]"
1310,"[49.224518, -123.002248]"
1311,"[49.208398, -123.017358]"
1312,"[49.222718, -123.006607]"
1313,"[49.223341, -123.00906]"
1314,"[49.222002, -123.009479]"
1315,"[49.221627, -123.012703]"
1316,"[49.218126, -123.012508]"
1317,"[49.214601, -123.012487]"
1318,"[49.212628, -123.012492]"
1319,"[49.21108, -123.012495]"
1320,"[49.209131, -123.013786]"
1321,"[49.212043, -122.958701]"
1322,"[49.280277, -122.952555]"
1323,"[49.279953, -122.919905]"
1324,"[49.285445, -123.11425]"
1325,"[49.282214, -123.108834]"
1326,"[49.28122, -123.098307]"
1327,"[49.281131, -123.07086]"
1328,"[49.281059, -123.055828]"
1329,"[49.281012, -123.043299]"
1330,"[49.280184, -122.989775]"
1331,"[49.280238, -122.979963]"
1332,"[49.280234, -122.969232]"
1333,"[49.341789, -123.113936]"
1334,"[49.354149, -123.10677]"
1335,"[49.35273, -123.107329]"
1336,"[49.350572, -123.108052]"
1337,"[49.346858, -123.111413]"
1338,"[49.34377, -123.11261]"
1339,"[49.339837, -123.114591]"
1340,"[49.336005, -123.115899]"
1341,"[49.329872, -123.109984]"
1342,"[49.329851, -123.107185]"
1343,"[49.329816, -123.104365]"
1344,"[49.328769, -123.101825]"
1345,"[49.326656, -123.100669]"
1346,"[49.32437, -123.105024]"
1347,"[49.322588, -123.099039]"
1348,"[49.321177, -123.094959]"
1349,"[49.32003, -123.091768]"
1350,"[49.318, -123.087728]"
1351,"[49.314507, -123.086018]"
1352,"[49.312895, -123.083972]"
1353,"[49.223972, -123.009357]"
1354,"[49.224416, -123.011161]"
1355,"[49.214786, -123.011838]"
1356,"[49.214778, -123.008307]"
1357,"[49.214778, -123.004608]"
1358,"[49.214781, -122.999096]"
1359,"[49.214772, -122.993361]"
1360,"[49.214787, -122.991603]"
1361,"[49.214361, -122.988571]"
1362,"[49.21297, -122.987977]"
1363,"[49.212987, -122.985365]"
1364,"[49.212957, -122.982683]"
1365,"[49.212929, -122.979838]"
1366,"[49.212911, -122.977071]"
1367,"[49.212889, -122.974424]"
1368,"[49.213285, -122.971865]"
1369,"[49.214658, -122.971351]"
1370,"[49.214646, -122.966938]"
1371,"[49.21461, -122.962821]"
1372,"[49.032072, -122.867382]"
1373,"[49.034509, -122.803621]"
1374,"[49.033418, -122.802541]"
1375,"[49.03262, -122.801323]"
1376,"[49.029266, -122.7993]"
1377,"[49.029238, -122.796741]"
1378,"[49.029215, -122.793594]"
1379,"[49.02917, -122.789768]"
1380,"[49.029165, -122.78727]"
1381,"[49.029166, -122.78501]"
1382,"[49.029158, -122.781815]"
1383,"[49.027104, -122.779279]"
1384,"[49.0253, -122.779256]"
1385,"[49.023434, -122.779267]"
1386,"[49.021813, -122.779277]"
1387,"[49.019797, -122.779307]"
1388,"[49.018091, -122.779321]"
1389,"[49.016639, -122.780969]"
1390,"[49.016641, -122.783809]"
1391,"[49.016645, -122.78721]"
1392,"[49.016649, -122.789264]"
1393,"[49.017925, -122.794241]"
1394,"[49.019004, -122.797676]"
1395,"[49.020509, -122.80264]"
1396,"[49.021568, -122.806392]"
1397,"[49.022354, -122.808973]"
1398,"[49.023532, -122.812873]"
1399,"[49.024319, -122.815499]"
1400,"[49.024834, -122.818098]"
1401,"[49.025862, -122.823448]"
1402,"[49.026328, -122.825969]"
1403,"[49.026718, -122.830276]"
1404,"[49.027591, -122.8349]"
1405,"[49.027422, -122.839851]"
1406,"[49.027238, -122.845177]"
1407,"[49.027116, -122.848577]"
1408,"[49.027026, -122.851725]"
1409,"[49.026905, -122.8549]"
1410,"[49.026796, -122.859627]"
1411,"[49.028099, -122.861938]"
1412,"[49.029893, -122.861923]"
1413,"[49.031349, -122.862472]"
1414,"[49.214715, -122.963543]"
1415,"[49.214746, -122.967318]"
1416,"[49.214372, -122.972067]"
1417,"[49.212972, -122.972546]"
1418,"[49.212996, -122.975344]"
1419,"[49.21301, -122.977965]"
1420,"[49.213053, -122.980669]"
1421,"[49.213067, -122.98278]"
1422,"[49.21307, -122.986069]"
1423,"[49.213709, -122.988381]"
1424,"[49.214921, -122.989193]"
1425,"[49.214887, -122.994316]"
1426,"[49.214862, -122.999848]"
1427,"[49.214866, -123.005283]"
1428,"[49.214873, -123.009187]"
1429,"[49.21517, -123.012299]"
1430,"[49.218593, -123.012359]"
1431,"[49.221864, -123.012057]"
1432,"[49.221879, -123.008378]"
1433,"[49.222173, -123.004707]"
1434,"[49.272517, -123.023329]"
1435,"[49.278484, -122.91279]"
1436,"[49.285361, -123.119463]"
1437,"[49.209344, -123.019765]"
1438,"[49.210667, -123.019814]"
1439,"[49.213087, -123.020679]"
1440,"[49.214741, -123.020308]"
1441,"[49.214763, -123.017582]"
1442,"[49.280957, -123.084231]"
1443,"[49.280904, -123.08086]"
1444,"[49.281195, -123.076457]"
1445,"[49.281223, -123.073621]"
1446,"[49.279103, -123.070545]"
1447,"[49.277328, -123.069881]"
1448,"[49.275512, -123.06961]"
1449,"[49.273685, -123.069647]"
1450,"[49.271878, -123.069692]"
1451,"[49.270207, -123.069755]"
